Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDP27,OUT046,3013.0275789692632
FDO38,OUT010,643.2398267389872
FDE28,OUT027,5118.850670693377
FDO27,OUT035,1702.3050020473547
DRL23,OUT027,3187.2400253247256
FDS28,OUT046,938.9473330376709
FDX24,OUT013,1540.9626701078228
FDZ02,OUT035,1698.9099439556219
FDL46,OUT045,1800.3157195776043
FDS60,OUT027,4298.024376570007
NCO06,OUT017,628.8746798273585
FDO16,OUT035,1501.6291488945587
FDC60,OUT049,1545.6134226375862
FDA48,OUT018,3197.7823389266623
FDZ36,OUT027,4450.645988310914
FDK27,OUT045,1878.756758212729
FDW23,OUT018,380.72468639335193
FDM14,OUT018,1531.922068762972
FDM14,OUT013,1810.8247419509537
FDW60,OUT018,2601.409565836466
FDE21,OUT013,1940.7734979264221
NCM42,OUT035,1873.577985230826
FDY59,OUT010,385.28683234485106
DRI49,OUT049,1368.6948827900378
FDT28,OUT019,484.13903797523653
FDQ22,OUT018,393.31352563225846
FDR60,OUT049,1332.2500272840148
FDC50,OUT019,371.0788325749345
FDV24,OUT013,2443.537995545572
DRF48,OUT010,1046.024752103951
FDQ47,OUT046,652.2679514908859
DRN36,OUT049,1648.131215014952
NCY06,OUT035,2165.9646420353693
FDE52,OUT035,1594.8024945280708
NCB54,OUT045,1958.125644865757
NCF31,OUT035,2541.291529733707
FDJ08,OUT027,4480.989784115782
NCC07,OUT017,1784.6720566788947
NCD19,OUT027,2316.499529967391
FDL46,OUT049,1995.6150199911401
FDM20,OUT045,3856.469336178694
NCI06,OUT010,916.9432507440854
DRM11,OUT035,4239.679594122939
NCH07,OUT018,2202.607476108401
FDS23,OUT013,2093.704296308865
FDO49,OUT018,599.2634053011807
FDS35,OUT049,1166.7951029498672
DRK39,OUT045,1270.385042121378
DRI39,OUT049,1049.8847614842175
FDV04,OUT017,2617.0228357884157
NCN14,OUT035,3017.2789399890953
FDH08,OUT013,3726.4624141033955
FDS20,OUT046,2938.9345835471754
FDV40,OUT049,1312.3950983526615
FDZ48,OUT010,142.5316516088692
FDS24,OUT027,2913.5364727435863
FDK44,OUT049,2886.7498637006984
FDS48,OUT045,2330.8035179260464
FDK26,OUT010,1128.9608050617871
FDD23,OUT045,2990.8417599534678
NCH54,OUT017,2635.7670693188966
NCP14,OUT010,257.44310503223096
FDM60,OUT010,1198.1719661985808
FDV24,OUT017,2508.662476592156
FDH08,OUT018,3382.171145661622
FDS12,OUT027,3470.009789672217
FDR39,OUT027,4315.020160227003
FDP12,OUT027,2121.513517425212
DRF60,OUT027,5164.64600735396
FDC09,OUT035,1881.3546507066992
FDF50,OUT018,2885.137974496671
FDG28,OUT035,4016.1726161410616
NCE19,OUT017,980.7960748156056
NCM53,OUT010,179.26884145690065
NCN18,OUT049,1844.9624209491017
FDF32,OUT035,3330.9824510527587
FDF11,OUT013,3890.3520427924623
DRI59,OUT049,3667.668842591499
NCG54,OUT035,2798.5470146419902
FDM44,OUT046,1673.4595283086321
FDT57,OUT018,3456.8379669639894
FDV24,OUT046,2402.979386285453
FDI50,OUT019,1783.8093199993468
FDS09,OUT035,1025.406227637016
NCC31,OUT027,3884.73519564165
FDQ07,OUT019,1629.6965590349696
FDC22,OUT017,3163.3825471708387
FDZ56,OUT046,2732.7054400884003
FDZ40,OUT019,1022.4946210539729
FDS46,OUT027,3384.746418606477
DRD24,OUT045,2158.7825983130624
FDV45,OUT017,3099.9258409859267
FDL26,OUT045,2437.6891994035327
FDA56,OUT018,1737.7928569771846
FDN27,OUT046,1903.4069189244615
FDM20,OUT049,4004.4802479832365
FDO16,OUT017,1434.0516198328469
FDL03,OUT035,3297.310588099307
FDE58,OUT046,1871.2027562174646
FDI02,OUT027,3310.9011581181794
NCC55,OUT019,1276.4405883297186
FDR03,OUT018,3038.626954174273
FDB14,OUT017,1663.4340566478768
FDR45,OUT013,3835.940624370871
NCN07,OUT017,2172.6697852637844
FDM51,OUT019,194.7311992364971
FDT52,OUT027,5337.607166310906
FDL26,OUT046,2483.9048212095618
NCZ42,OUT046,3750.40487728539
DRI47,OUT019,442.2056996807414
FDW40,OUT013,2292.2730104199068
FDN34,OUT046,2722.7073052530036
FDS01,OUT035,3014.2273402128462
NCG55,OUT045,1764.8514762686289
FDC11,OUT035,1567.3275127152729
FDX35,OUT018,3349.2877350108156
NCB06,OUT046,2542.0586846784267
FDR09,OUT019,2186.4512278868324
FDC53,OUT017,1655.3936264272033
FDY45,OUT013,4051.1491040323745
FDA22,OUT010,776.8969193221792
FDE02,OUT035,1697.5987509760298
FDW21,OUT045,1601.129646149317
FDV34,OUT046,1245.9130708808157
FDS59,OUT049,1907.195647730403
NCW17,OUT017,2154.4088739080885
NCK54,OUT046,1851.758403757976
FDG17,OUT019,1983.9113671873747
FDG35,OUT017,2919.9720532967567
FDD08,OUT010,1230.653452639112
NCO07,OUT017,3440.3189694452503
FDJ10,OUT010,360.98506050560536
FDW36,OUT017,1783.9154154219668
FDW21,OUT010,258.54754296181864
FDY19,OUT017,2035.0768078212843
DRE03,OUT013,825.8152566176063
NCC55,OUT049,710.8968797379155
FDH52,OUT010,848.0178067205243
FDO09,OUT017,4299.811990105046
FDU43,OUT045,3789.720093677811
FDX09,OUT010,852.887227347155
FDH40,OUT019,540.7018883013134
FDW58,OUT017,1790.0828968420592
FDC47,OUT017,3676.7140983298677
NCR41,OUT035,1672.9002771411792
DRG49,OUT035,3984.6818714720002
FDC52,OUT027,3881.4161746887366
FDY13,OUT046,1251.787030253853
FDY35,OUT013,833.9128583986194
FDI35,OUT017,3018.2341125617577
NCU18,OUT049,2320.5637882175743
FDY33,OUT018,2271.9054550328415
FDC15,OUT027,3884.367391814218
FDU01,OUT049,3126.042517069891
NCU42,OUT046,2668.4349230849293
NCV29,OUT018,2546.4590629568766
NCY30,OUT017,2979.8875591520923
FDQ46,OUT049,1880.4429112397418
FDG58,OUT027,3926.9308534943334
FDK33,OUT017,3482.7137432379227
NCD07,OUT045,1751.9106130847936
NCX29,OUT027,3740.4603760508808
NCT42,OUT013,2368.058213690748
DRN59,OUT035,918.2505593321246
FDI44,OUT035,1454.0282125112226
FDA45,OUT049,2898.7762577652466
FDP31,OUT045,1062.2028468580934
FDY01,OUT046,1895.1281097948495
FDT09,OUT018,1890.7624703199444
DRH03,OUT027,2976.8619639833096
FDA36,OUT018,2699.775984171427
NCF31,OUT017,2514.1423558918955
FDG14,OUT049,2580.8408472681112
FDG28,OUT027,5346.510338232009
FDU14,OUT049,4006.081974196307
FDY47,OUT019,249.78137309946624
FDI56,OUT049,1585.4131688499706
DRD01,OUT013,984.6760549625158
FDM22,OUT046,942.4432106969291
FDH33,OUT013,722.6172167444197
DRZ24,OUT013,1902.6469580052644
NCQ38,OUT046,1686.7671262140059
FDO16,OUT027,2797.682897155201
FDU07,OUT027,3860.940496170477
NCB07,OUT013,3076.1910579578735
FDU48,OUT045,2048.0088864919608
NCM43,OUT045,2548.1298675187295
FDR31,OUT010,465.0427081930609
DRK49,OUT018,400.9088892471266
NCI30,OUT010,1914.1337859258615
DRD60,OUT017,2962.487956855248
NCG19,OUT046,3665.4249320236736
FDH12,OUT035,1832.250288547043
FDM32,OUT035,1668.8934279779494
FDM27,OUT035,2652.572407784891
NCU53,OUT027,4080.347449724218
NCQ18,OUT046,1547.7583654439957
FDS10,OUT013,2873.2460995944675
FDB33,OUT027,3998.884326816137
FDI12,OUT013,1460.301204115964
NCW42,OUT013,3499.63337686882
NCC06,OUT018,1753.2900448118962
FDW02,OUT017,2118.4811842282134
NCD43,OUT017,1757.6267330421597
FDM57,OUT018,1100.5308622185414
FDA58,OUT017,3829.4907266462073
FDK56,OUT046,2955.792968750131
FDP52,OUT045,3602.0405015161436
FDW20,OUT018,1749.724613044506
FDS52,OUT049,1702.9737155712633
NCT29,OUT018,1637.1199954129079
NCL54,OUT013,2795.8001086021472
FDC05,OUT045,3081.6606318242684
FDF34,OUT035,3307.0339770896385
FDP03,OUT027,3486.195952572975
FDD32,OUT010,483.5549356896872
FDZ10,OUT045,1961.9311579433543
FDZ40,OUT035,1021.599083377314
FDD51,OUT018,399.0661318362013
NCY30,OUT019,929.4678210391412
FDP58,OUT017,3527.704307818443
FDV49,OUT017,4310.853817006955
FDY24,OUT019,1012.0785888981131
NCO55,OUT017,1804.0719510617835
FDR13,OUT017,2053.3385329280054
FDS51,OUT017,1134.4050811340533
FDP26,OUT045,1551.2073248939378
NCB54,OUT027,3512.7120786943988
FDF32,OUT017,3260.2229045396016
FDN31,OUT018,2752.9227014763915
DRM48,OUT017,687.0898764701449
FDN20,OUT049,2825.308684268324
DRL01,OUT046,3704.6532176031087
FDV56,OUT049,1908.0306213079577
DRH13,OUT027,3166.6893331114534
FDA03,OUT017,2425.059722663737
FDF47,OUT027,5006.920561735861
FDX32,OUT046,2402.2755155174696
FDX57,OUT049,1692.1491382410773
NCA30,OUT045,2902.8234458169036
FDO49,OUT013,910.8795880376822
FDL04,OUT019,251.97226599382338
DRM48,OUT035,745.4532568486964
FDR16,OUT013,3399.1946283056504
NCC19,OUT018,2733.938984366672
NCE42,OUT045,3628.412859654596
FDY24,OUT017,1043.6127890400219
FDH19,OUT049,2893.787984539168
FDJ46,OUT013,2781.3760577464773
FDN45,OUT010,1605.7942232312087
FDY08,OUT035,2428.795655948567
FDZ37,OUT035,1627.2733143336102
NCT30,OUT045,683.441650126271
DRY23,OUT018,438.7899365158994
NCZ30,OUT018,1644.7714195234373
FDC44,OUT018,1551.0323002590621
FDB45,OUT035,1870.3223388352874
FDY04,OUT013,2649.501590784264
FDM27,OUT046,2574.436048728021
FDZ43,OUT017,3991.0112635179967
FDT39,OUT019,565.6325613030717
NCC06,OUT019,106.00856788424653
FDL15,OUT027,3901.7415218562965
FDL57,OUT017,4201.400855581936
FDU08,OUT046,1632.1726030769007
FDK40,OUT017,4254.549395204387
FDQ12,OUT010,1717.5969339338806
FDS48,OUT017,2524.062854424069
FDP09,OUT045,3285.902466171246
FDW21,OUT049,1739.7965502213992
FDY25,OUT035,3053.151722423572
DRE13,OUT017,1474.9719511626731
FDV43,OUT019,1153.3637498869325
FDD22,OUT045,1708.6221578188297
FDM46,OUT019,448.8592540279469
NCO30,OUT010,999.3618160073912
FDM25,OUT046,2811.283786941009
NCN41,OUT049,2061.7310395996105
FDU24,OUT045,1466.1112853242464
FDZ50,OUT046,2906.9235195392093
FDP45,OUT013,4042.231709669938
NCM54,OUT045,1917.2451451486575
FDW10,OUT019,873.0100254502318
FDP20,OUT017,2187.5519991988363
FDK32,OUT046,2485.063441315043
FDN52,OUT049,1519.7133916328175
FDM58,OUT045,1747.8695663407582
FDZ46,OUT027,3219.510446247442
NCA18,OUT018,1567.3921708388045
FDD35,OUT046,1984.5033464189173
NCK31,OUT035,959.0609671137606
FDI40,OUT027,3072.8988264366544
FDT50,OUT019,347.0522789029851
NCT06,OUT046,2590.62315047641
FDT31,OUT035,3168.3143390000478
FDT45,OUT049,971.9490436463152
FDT13,OUT045,2937.207973582006
FDO50,OUT045,1427.4137153820343
NCU18,OUT010,297.48094007964005
NCR54,OUT049,3148.344671179992
NCO18,OUT018,2526.079618664006
FDU09,OUT045,894.4793504452541
FDT13,OUT018,2735.6930986679918
FDE09,OUT046,1843.7769210027207
NCK53,OUT019,268.20843969028647
FDG45,OUT049,3504.193667527381
DRH15,OUT035,887.0761706677733
FDO21,OUT019,1696.1548962153142
FDD14,OUT027,4378.0153317054555
FDC09,OUT046,1737.5617709407497
FDH45,OUT027,2243.7099079166737
FDV32,OUT046,1094.5083653383597
FDG12,OUT035,2110.7031829742646
FDS32,OUT013,2351.2070873463267
NCL55,OUT018,3670.2892506499693
DRE01,OUT035,3944.1611503369536
DRE15,OUT049,1358.6562435394167
NCL42,OUT045,3800.9675202687295
FDP31,OUT013,1136.573300852167
FDN33,OUT018,1253.9241482194184
FDZ59,OUT046,2657.368941636361
FDE45,OUT010,954.2412355000131
FDJ07,OUT013,1942.8190043678946
FDQ45,OUT018,2694.4418897360947
FDM33,OUT027,4902.874348332893
FDO15,OUT010,618.8046797460102
FDM46,OUT013,1496.336371853114
FDR03,OUT045,3244.807669997349
FDY49,OUT018,2450.8601960990245
FDQ60,OUT045,1869.8326661226652
FDW10,OUT049,2885.9966998956265
FDO51,OUT049,895.7374501321565
FDJ40,OUT018,1491.765242479837
FDS20,OUT018,2649.1641664936433
FDU45,OUT013,1876.9233660673654
FDV02,OUT035,2789.6453160707238
FDN09,OUT046,3824.851160758425
NCM55,OUT027,4392.360105471582
FDN23,OUT018,2077.5808219254654
FDY31,OUT010,436.40808664300744
FDW03,OUT010,145.63321844251413
FDD14,OUT046,2916.2087816317994
FDV23,OUT017,2115.745830641368
DRI03,OUT045,2726.8905868550073
FDN13,OUT035,1734.6013913198726
FDF45,OUT027,2521.5434245090523
FDU46,OUT035,1605.3574267988774
FDB57,OUT049,3699.289727248995
FDV12,OUT049,1748.326726722441
FDQ58,OUT013,2440.9098910286275
NCA18,OUT017,1930.2146779809104
FDH52,OUT049,1123.3933988224758
FDM24,OUT018,2156.4025117172487
NCP43,OUT027,4314.456949708619
NCO18,OUT019,880.7406158571926
FDM32,OUT017,1621.5467200605435
NCL07,OUT017,739.4344827330021
FDK03,OUT013,4020.8203624480366
FDP59,OUT017,1804.6091356494157
FDQ24,OUT049,4057.4339931777517
FDQ16,OUT018,1464.3479572058577
FDU44,OUT013,2663.12948449839
FDH28,OUT010,1260.7334750678374
FDV28,OUT019,1310.686396921239
FDM22,OUT045,862.5468950849709
FDR56,OUT046,3174.230860694034
FDV39,OUT049,3231.5771283725726
FDU37,OUT019,538.3627775979985
FDQ11,OUT010,2179.8895835841618
FDX02,OUT045,3419.6802310745456
NCS42,OUT018,1182.3741362930607
FDY57,OUT027,2999.6495766023872
FDB21,OUT049,3931.2526228768925
FDE28,OUT017,3739.379040084195
FDQ55,OUT017,2008.8408761559433
FDA48,OUT049,3609.630221154971
FDZ19,OUT045,2725.639888407133
NCC43,OUT045,3872.4555107351075
NCV18,OUT046,1285.2340204128518
NCA42,OUT018,2225.734565336994
FDY45,OUT046,4045.797041545237
NCC30,OUT045,2742.236357512303
FDM57,OUT013,1446.4422843441423
FDL09,OUT010,743.9641632666335
FDB09,OUT027,3481.508845365818
FDT44,OUT035,2073.262689296835
NCT06,OUT027,4032.0513833746863
FDX26,OUT049,2953.693805554019
FDK32,OUT013,2547.4067485370124
DRA12,OUT046,2261.726148342967
FDO46,OUT010,1113.9350542786387
FDE52,OUT013,1437.0678367446876
NCH42,OUT045,3539.193795007073
FDV08,OUT035,893.4227612651557
FDB47,OUT018,3046.768081945682
FDC28,OUT010,164.0786066489427
FDD22,OUT046,1809.3363770824176
FDS07,OUT027,3323.1841718170253
DRI13,OUT045,3349.574397528274
FDG32,OUT018,3257.19739390989
FDU14,OUT017,4014.708959989689
FDD28,OUT019,951.7762244880487
NCP41,OUT017,1869.5052807279883
FDS08,OUT049,2910.736431376001
FDX47,OUT045,2494.991867590231
FDC53,OUT019,286.3447011775452
FDQ19,OUT035,4038.2383621274967
FDL14,OUT045,2474.11037217012
FDM33,OUT019,1579.6634288218597
FDA51,OUT045,1720.3747409276914
FDZ27,OUT018,497.3281347199779
FDT04,OUT046,663.6200341231499
DRC13,OUT049,2120.132696699251
FDR16,OUT027,4854.621652685373
FDQ03,OUT027,5223.455555413865
FDE38,OUT035,2843.1406300379513
DRH23,OUT027,2373.962095157941
FDT11,OUT019,1140.8226946989894
FDD09,OUT035,3038.362705745449
FDR40,OUT045,1278.0353150252918
FDX07,OUT017,3100.0784627272615
FDR07,OUT035,1739.2393684265664
FDA51,OUT017,1909.5999931913514
FDT59,OUT019,1766.3375971922178
FDF20,OUT017,3235.5610612574733
FDR13,OUT045,1851.5500587653837
FDY26,OUT049,3427.356080822179
FDW04,OUT017,2198.640588731229
FDK52,OUT017,3663.7307780807446
FDN60,OUT049,2595.3002799736523
FDM09,OUT019,839.0271780818634
FDP46,OUT049,1509.6371112973188
FDB50,OUT019,619.3844038520051
NCQ29,OUT049,4166.335572601725
FDP16,OUT027,5305.239724257655
FDX33,OUT018,2307.9797977546227
FDP07,OUT010,1210.6074809250604
FDN22,OUT046,3982.7703950119194
FDF39,OUT049,4219.579191676645
FDS21,OUT017,1148.1433507337497
NCM42,OUT013,1726.7404506825173
FDK50,OUT019,740.9618009064443
DRF13,OUT027,3776.1566715073673
FDH35,OUT018,2355.554463920428
FDP60,OUT018,1332.093757857623
DRJ49,OUT027,3518.035724711754
NCT42,OUT019,442.2081709013346
FDE38,OUT049,2794.9286621440665
FDI04,OUT049,3259.825344915812
NCH54,OUT045,2405.992118807961
FDT56,OUT049,1132.966456004527
DRD15,OUT018,3393.9944169654937
FDV58,OUT013,3095.6911209922546
FDP21,OUT049,3106.3200659502063
FDH05,OUT013,3721.7072068185953
FDR10,OUT027,4023.040363537982
NCP06,OUT045,2282.296821548572
FDF33,OUT049,2003.4150015435334
DRK37,OUT013,2994.6312952896637
DRH49,OUT045,1274.480733239357
FDT58,OUT013,2679.91259761853
FDD41,OUT018,1413.4572516869514
FDP40,OUT018,1518.8205794399823
FDM51,OUT027,3139.945532440393
FDO45,OUT010,474.73392025111434
FDW33,OUT010,226.14679737112965
FDY24,OUT045,872.3111705071574
FDB10,OUT010,1825.5551132691094
FDM40,OUT035,2358.709560154311
NCI06,OUT017,2942.7633276069864
FDW12,OUT019,444.5334808535299
FDX48,OUT027,3966.589137881105
NCW05,OUT027,3147.314252988821
FDX27,OUT017,1624.3043227425944
DRM37,OUT045,3042.0045733663665
FDA38,OUT045,3706.3316673386207
FDR36,OUT046,710.5774002802377
FDZ45,OUT046,3140.9756441099316
FDG05,OUT017,2637.8433242535766
FDK28,OUT013,4085.726411796311
FDV47,OUT045,1332.0347381097117
FDN21,OUT045,2473.525470792307
FDP20,OUT027,3521.6757346575077
FDI35,OUT045,2844.4774733690306
DRY23,OUT013,769.1697970793791
FDA56,OUT017,2114.642801524499
FDB09,OUT013,2038.5781728035954
NCO26,OUT027,3292.2711611077616
FDQ49,OUT018,2271.5234747932996
FDI52,OUT027,3376.4563185050793
FDZ44,OUT027,3371.0124411769016
FDZ09,OUT018,2319.6012270308283
FDY03,OUT049,1955.4904011810527
NCG42,OUT017,2151.8482095145455
DRI13,OUT027,4885.434493793335
FDQ32,OUT013,2121.0361736373443
FDW16,OUT035,1637.6688494995346
FDU27,OUT046,808.5951413174289
FDR28,OUT010,703.3076745675139
FDQ49,OUT010,659.5999382822743
FDS37,OUT046,1898.3959101311573
FDW26,OUT018,3194.884684408544
FDX12,OUT018,3585.5058326694707
NCP06,OUT013,2403.2928419229756
FDW45,OUT010,399.4197228749522
NCN30,OUT049,1599.004981992839
FDN24,OUT049,971.1722363007786
NCL41,OUT027,2013.8983797298338
FDR02,OUT019,172.6632879354197
FDD09,OUT010,1001.7618273905265
FDS33,OUT010,483.9379643712591
FDU22,OUT045,1832.5329183942172
FDI53,OUT013,2616.9672738475733
DRH01,OUT049,2858.2080353269016
FDX32,OUT013,2379.006184300302
NCP30,OUT018,368.9094460737422
FDB60,OUT045,3046.2417247182675
FDB14,OUT049,1668.8796094232428
NCP02,OUT035,1070.8387533571467
FDJ10,OUT017,2363.0860247482374
FDG34,OUT046,1808.776488139322
NCB18,OUT017,1496.7834904996826
FDM16,OUT049,1331.415209624613
FDW25,OUT018,1121.12475276626
FDB35,OUT010,375.7146534976814
DRN11,OUT013,2298.6285369061893
FDF41,OUT019,1967.545129080282
FDH16,OUT045,1335.7537249926318
NCQ50,OUT018,3057.586899868832
DRH23,OUT018,648.7446411069827
DRJ37,OUT013,2428.3260760882517
DRJ24,OUT027,4346.948663572556
FDY16,OUT035,3065.6875039493416
FDQ27,OUT045,1671.6338952291017
FDZ33,OUT045,2280.6366249350704
FDF29,OUT045,2057.095077799298
FDA08,OUT049,2769.757703033224
FDG31,OUT046,1073.485029834873
FDE34,OUT019,999.091748416606
NCR30,OUT027,2616.109585509099
FDV33,OUT035,4258.748058164741
DRZ24,OUT018,1626.0215184181832
NCL54,OUT035,2860.1214239994265
FDR12,OUT049,2895.9343559694667
NCC54,OUT046,3807.8602128890625
DRN59,OUT013,805.4933891630888
FDX50,OUT019,179.78282494676114
FDV31,OUT027,4305.109700588754
NCA29,OUT027,4166.826385750675
FDW60,OUT049,2960.2729882009517
FDX08,OUT017,3041.069686267352
DRD49,OUT013,3720.9785050922283
FDD33,OUT046,3678.11669992882
FDW35,OUT013,764.4885514242999
FDJ36,OUT017,1792.7812777559793
FDV51,OUT035,2798.836848385902
FDW36,OUT046,1717.0934417991502
FDH35,OUT046,2653.1144494182577
NCS30,OUT027,3500.586226398343
FDN49,OUT017,791.8076486147472
FDL08,OUT018,3643.2130895289883
FDI09,OUT013,4036.9242631809047
FDP19,OUT018,1801.3752836224937
FDU21,OUT010,1319.4042533661036
NCP41,OUT045,1666.1500028768703
FDY10,OUT013,1834.5919420368687
FDP12,OUT018,391.87238674715877
NCN26,OUT049,1931.336809474791
FDK44,OUT013,2822.4163942971095
FDC28,OUT049,1827.742115906023
FDJ41,OUT027,5586.327988069317
NCT29,OUT035,2115.840251058076
NCH42,OUT019,1684.1414016027948
FDU60,OUT018,2426.01836859228
FDS02,OUT045,2968.9852007259506
FDC51,OUT046,1977.3804855689582
FDU03,OUT013,2968.33152765939
FDX39,OUT045,3329.9806191411863
NCY05,OUT010,1294.4634587516093
NCL06,OUT027,5513.972485043057
FDD32,OUT035,1519.0133070915579
NCN41,OUT045,1893.4807839933205
NCX53,OUT049,2360.432987295628
FDU57,OUT019,510.365179826857
FDQ23,OUT046,1691.9087981889616
FDQ52,OUT045,3825.634753730643
FDC14,OUT045,686.1491970055386
FDY09,OUT035,2951.561700512648
FDQ28,OUT045,2439.326267015307
FDV25,OUT046,3528.224908953245
FDJ07,OUT035,2021.1609126350736
DRB25,OUT049,1779.3752341091374
FDK52,OUT019,1632.553050145867
FDY52,OUT027,2474.5374233137527
FDB28,OUT046,3080.463752936452
FDT36,OUT035,753.3852359297503
FDV25,OUT017,3649.5477252712326
NCN07,OUT027,3523.8906948978542
FDC57,OUT017,3245.4590901800984
FDQ03,OUT018,3504.6471892112513
FDU23,OUT017,2779.2548455711562
NCX41,OUT035,3513.380153643706
NCD06,OUT035,882.5190448925368
FDW08,OUT045,1660.8374257132823
NCU29,OUT017,2419.6971751920196
NCE06,OUT013,2550.2697794771025
FDV52,OUT010,30.180404793939033
FDB02,OUT017,2987.093539839996
NCR18,OUT045,627.7500703019862
FDK16,OUT049,1596.4385407076577
NCQ29,OUT010,2143.8414841089316
FDZ01,OUT019,143.33475086862836
FDW27,OUT035,2668.3648160790076
FDD17,OUT018,3462.7959646519603
FDW39,OUT013,2886.248562381712
DRH59,OUT045,1122.0044978624683
FDS52,OUT013,1657.259771821546
FDU40,OUT027,4525.377799541808
NCF54,OUT013,2757.8840520648355
FDH46,OUT045,1624.5136200659108
NCP14,OUT049,1719.2490695923025
FDH50,OUT049,3105.9522861988853
DRF15,OUT010,536.6616084289244
FDV27,OUT027,2915.2597201641656
NCJ06,OUT049,1994.4783539428713
FDN02,OUT018,3002.8632345170054
FDQ51,OUT049,923.0062357724048
FDQ07,OUT017,3696.472715486091
FDS45,OUT049,1829.9450232841712
NCJ06,OUT045,1843.3543369591512
FDD36,OUT035,2036.2860878802358
FDY25,OUT045,2863.1604919952224
FDU52,OUT046,2442.2222184660113
DRK47,OUT017,3698.414711873783
NCL30,OUT017,2126.7410710666873
FDN22,OUT035,4137.465305198606
NCF30,OUT027,3420.4652980756023
