Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR60,OUT049,1310.0
FDC50,OUT019,396.5
FDV24,OUT013,2394.5
DRF48,OUT010,981.0
FDQ47,OUT046,630.0
DRN36,OUT049,1635.0
NCY06,OUT035,2207.5
FDE52,OUT035,1654.5
NCB54,OUT045,1942.0
NCF31,OUT035,2583.0
FDJ08,OUT027,4504.5
NCC07,OUT017,1802.0
NCD19,OUT027,2338.5
FDL46,OUT049,1994.0
FDM20,OUT045,3831.0
NCI06,OUT010,853.5
DRM11,OUT035,4297.5
NCH07,OUT018,2208.0
FDS23,OUT013,2060.0
FDO49,OUT018,553.0
FDS35,OUT049,1160.0
DRK39,OUT045,1257.5
DRI39,OUT049,1047.0
FDV04,OUT017,2662.0
NCN14,OUT035,3120.0
FDH08,OUT013,3686.0
FDS20,OUT046,2903.5
FDV40,OUT049,1315.5
FDZ48,OUT010,216.0
FDS24,OUT027,2933.0
FDK44,OUT049,2874.5
FDS48,OUT045,2296.0
FDK26,OUT010,1075.5
FDD23,OUT045,2992.5
NCH54,OUT017,2653.0
NCP14,OUT010,318.5
FDM60,OUT010,1264.5
FDV24,OUT017,2519.0
FDH08,OUT018,3390.0
FDS12,OUT027,3484.5
FDR39,OUT027,4351.5
FDP12,OUT027,2142.5
DRF60,OUT027,5186.5
FDC09,OUT035,1932.5
FDF50,OUT018,2897.0
FDG28,OUT035,4083.0
NCE19,OUT017,1000.0
NCM53,OUT010,231.0
NCN18,OUT049,1830.0
FDF32,OUT035,3374.5
FDF11,OUT013,3874.0
DRI59,OUT049,3668.0
NCG54,OUT035,2840.0
FDM44,OUT046,1639.0
FDT57,OUT018,3476.0
FDV24,OUT046,2358.5
FDI50,OUT019,1761.5
FDS09,OUT035,1091.0
NCC31,OUT027,3905.5
FDQ07,OUT019,1603.0
FDC22,OUT017,3203.0
FDZ56,OUT046,2696.5
FDZ40,OUT019,1038.5
FDS46,OUT027,3426.5
DRD24,OUT045,2133.0
FDV45,OUT017,3132.0
FDL26,OUT045,2417.5
FDA56,OUT018,1748.0
FDN27,OUT046,1881.5
FDM20,OUT049,3991.0
FDO16,OUT017,1473.0
FDL03,OUT035,3360.5
FDE58,OUT046,1845.5
FDI02,OUT027,3345.5
NCC55,OUT019,1309.0
FDR03,OUT018,3067.0
FDB14,OUT017,1694.0
FDR45,OUT013,3806.0
NCN07,OUT017,2252.0
FDM51,OUT019,205.5
FDT52,OUT027,5381.5
FDL26,OUT046,2452.5
NCZ42,OUT046,3710.0
DRI47,OUT019,425.0
FDW40,OUT013,2274.0
FDN34,OUT046,2702.0
FDS01,OUT035,3062.5
NCG55,OUT045,1737.5
FDC11,OUT035,1632.5
FDX35,OUT018,3368.0
NCB06,OUT046,2514.0
FDR09,OUT019,2166.0
FDC53,OUT017,1694.0
FDY45,OUT013,4020.5
FDA22,OUT010,734.5
FDE02,OUT035,1748.0
FDW21,OUT045,1598.0
FDV34,OUT046,1227.0
FDS59,OUT049,1905.0
NCW17,OUT017,2186.0
NCK54,OUT046,1813.5
FDG17,OUT019,1971.0
FDG35,OUT017,2966.0
FDD08,OUT010,1292.0
NCO07,OUT017,3519.0
FDJ10,OUT010,318.5
FDW36,OUT017,1795.0
FDW21,OUT010,301.0
FDY19,OUT017,2055.0
DRE03,OUT013,795.0
NCC55,OUT049,697.5
FDH52,OUT010,886.5
FDO09,OUT017,4337.0
FDU43,OUT045,3769.5
FDX09,OUT010,802.0
FDH40,OUT019,551.0
FDW58,OUT017,1823.0
FDC47,OUT017,3708.0
NCR41,OUT035,1729.0
DRG49,OUT035,4030.0
FDC52,OUT027,3918.0
FDY13,OUT046,1222.0
FDY35,OUT013,805.0
FDI35,OUT017,3058.0
NCU18,OUT049,2305.0
FDY33,OUT018,2298.0
FDC15,OUT027,3915.5
FDU01,OUT049,3121.5
NCU42,OUT046,2630.0
NCV29,OUT018,2562.0
NCY30,OUT017,2995.0
FDQ46,OUT049,1881.0
FDG58,OUT027,3969.0
FDK33,OUT017,3515.0
NCD07,OUT045,1725.5
NCX29,OUT027,3773.0
NCT42,OUT013,2326.0
DRN59,OUT035,979.0
FDI44,OUT035,1500.0
FDA45,OUT049,2896.5
FDP31,OUT045,1045.5
FDY01,OUT046,1871.5
FDT09,OUT018,1917.0
DRH03,OUT027,3010.0
FDA36,OUT018,2698.0
NCF31,OUT017,2532.0
FDG14,OUT049,2577.5
FDG28,OUT027,5390.5
FDU14,OUT049,3997.5
FDY47,OUT019,228.5
FDI56,OUT049,1575.0
DRD01,OUT013,951.0
FDM22,OUT046,924.0
FDH33,OUT013,697.0
DRZ24,OUT013,1863.0
NCQ38,OUT046,1706.5
FDO16,OUT027,2838.5
FDU07,OUT027,3885.0
NCB07,OUT013,3032.0
FDU48,OUT045,2013.0
NCM43,OUT045,2582.5
FDR31,OUT010,408.0
DRK49,OUT018,410.0
NCI30,OUT010,1848.5
DRD60,OUT017,2980.0
NCG19,OUT046,3625.5
FDH12,OUT035,1867.5
FDM32,OUT035,1713.0
FDM27,OUT035,2717.5
NCU53,OUT027,4113.0
NCQ18,OUT046,1510.5
FDS10,OUT013,2843.5
FDB33,OUT027,4021.5
FDI12,OUT013,1418.0
NCW42,OUT013,3455.0
NCC06,OUT018,1759.0
FDW02,OUT017,2154.0
NCD43,OUT017,1776.0
FDM57,OUT018,1129.0
FDA58,OUT017,3862.0
FDK56,OUT046,2920.5
FDP52,OUT045,3599.5
FDW20,OUT018,1759.0
FDS52,OUT049,1706.0
NCT29,OUT018,1654.0
NCL54,OUT013,2753.0
FDC05,OUT045,3080.5
FDF34,OUT035,3370.0
FDP03,OUT027,3531.0
FDD32,OUT010,540.5
FDZ10,OUT045,1951.0
FDZ40,OUT035,1085.5
FDD51,OUT018,417.0
NCY30,OUT019,893.0
FDP58,OUT017,3560.0
FDV49,OUT017,4333.0
FDY24,OUT019,1044.5
NCO55,OUT017,1884.0
FDR13,OUT017,2084.0
FDS51,OUT017,1170.0
FDP26,OUT045,1537.0
NCB54,OUT027,3545.5
FDF32,OUT017,3279.0
FDN31,OUT018,2762.0
DRM48,OUT017,708.0
FDN20,OUT049,2812.0
DRL01,OUT046,3672.0
FDV56,OUT049,1901.0
DRH13,OUT027,3190.5
FDA03,OUT017,2459.0
FDF47,OUT027,5048.0
FDX32,OUT046,2373.0
FDX57,OUT049,1697.5
NCA30,OUT045,2875.0
FDO49,OUT013,815.5
FDL04,OUT019,269.0
DRM48,OUT035,794.5
FDR16,OUT013,3380.5
NCC19,OUT018,2740.0
NCE42,OUT045,3598.5
FDY24,OUT017,1062.0
FDH19,OUT049,2894.5
FDJ46,OUT013,2753.0
FDN45,OUT010,1554.0
FDY08,OUT035,2480.5
FDZ37,OUT035,1683.5
NCT30,OUT045,658.5
DRY23,OUT018,455.0
NCZ30,OUT018,1651.0
FDC44,OUT018,1562.0
FDB45,OUT035,1914.5
FDY04,OUT013,2629.5
FDM27,OUT046,2559.0
FDZ43,OUT017,4016.0
FDT39,OUT019,554.5
NCC06,OUT019,71.0
FDL15,OUT027,3939.0
FDL57,OUT017,4239.0
FDU08,OUT046,1597.5
FDK40,OUT017,4290.0
FDQ12,OUT010,1642.0
FDS48,OUT017,2533.0
FDP09,OUT045,3273.5
FDW21,OUT049,1746.5
FDY25,OUT035,3101.5
DRE13,OUT017,1495.0
FDV43,OUT019,1183.0
FDD22,OUT045,1698.5
FDM46,OUT019,464.5
NCO30,OUT010,935.0
FDM25,OUT046,2718.0
NCN41,OUT049,2058.0
FDU24,OUT045,1439.5
FDZ50,OUT046,2881.5
FDP45,OUT013,4017.5
NCM54,OUT045,1890.0
FDW10,OUT019,853.5
FDP20,OUT017,2207.0
FDK32,OUT046,2455.5
FDN52,OUT049,1530.0
FDM58,OUT045,1743.5
FDZ46,OUT027,3256.5
NCA18,OUT018,1574.0
FDD35,OUT046,1966.0
NCK31,OUT035,1064.5
FDI40,OUT027,3119.5
FDT50,OUT019,362.0
NCT06,OUT046,2552.0
FDT31,OUT035,3211.5
FDT45,OUT049,972.5
FDT13,OUT045,2916.0
FDO50,OUT045,1408.5
NCU18,OUT010,234.5
NCR54,OUT049,3132.0
NCO18,OUT018,2531.0
FDU09,OUT045,892.0
FDT13,OUT018,2746.0
FDE09,OUT046,1809.5
NCK53,OUT019,291.5
FDG45,OUT049,3491.0
DRH15,OUT035,944.0
FDO21,OUT019,1682.0
FDD14,OUT027,4405.0
FDC09,OUT046,1709.0
FDH45,OUT027,2275.5
FDV32,OUT046,1061.5
FDG12,OUT035,2151.0
FDS32,OUT013,2317.0
NCL55,OUT018,3735.0
DRE01,OUT035,3990.0
DRE15,OUT049,1354.5
NCL42,OUT045,3771.5
FDP31,OUT013,1104.5
FDN33,OUT018,1283.0
FDZ59,OUT046,2618.5
FDE45,OUT010,890.0
FDJ07,OUT013,1918.5
FDQ45,OUT018,2721.0
FDM33,OUT027,4937.5
FDO15,OUT010,662.0
FDM46,OUT013,1470.5
FDR03,OUT045,3239.0
FDY49,OUT018,2467.0
FDQ60,OUT045,1842.5
FDW10,OUT049,2883.5
FDO51,OUT049,905.5
FDJ40,OUT018,1521.0
FDS20,OUT018,2658.0
FDU45,OUT013,1855.0
FDV02,OUT035,2841.5
FDN09,OUT046,3797.0
NCM55,OUT027,4473.0
FDN23,OUT018,2098.0
FDY31,OUT010,373.5
FDW03,OUT010,187.5
FDD14,OUT046,2884.0
FDV23,OUT017,2144.0
DRI03,OUT045,2712.0
FDN13,OUT035,1720.5
FDF45,OUT027,2552.0
FDU46,OUT035,1670.0
FDB57,OUT049,3689.5
FDV12,OUT049,1731.0
FDQ58,OUT013,2413.0
NCA18,OUT017,1948.0
FDH52,OUT049,1133.5
FDM24,OUT018,2160.0
NCP43,OUT027,4395.0
NCO18,OUT019,845.5
FDM32,OUT017,1642.0
NCL07,OUT017,820.0
FDK03,OUT013,3992.0
FDP59,OUT017,1835.0
FDQ24,OUT049,4032.0
FDQ16,OUT018,1488.0
FDU44,OUT013,2629.5
FDH28,OUT010,1298.5
FDV28,OUT019,1319.5
FDM22,OUT045,859.0
FDR56,OUT046,3144.5
FDV39,OUT049,3232.5
FDU37,OUT019,557.5
FDQ11,OUT010,2128.5
FDX02,OUT045,3402.5
NCS42,OUT018,1190.0
FDY57,OUT027,3042.0
FDB21,OUT049,3918.0
FDE28,OUT017,3782.0
FDQ55,OUT017,2035.0
FDA48,OUT049,3585.0
FDZ19,OUT045,2702.0
NCC43,OUT045,3844.0
NCV18,OUT046,1249.0
NCA42,OUT018,2232.0
FDY45,OUT046,4017.5
NCC30,OUT045,2714.0
FDM57,OUT013,1425.5
FDL09,OUT010,699.5
FDB09,OUT027,3505.5
FDT44,OUT035,2118.5
NCT06,OUT027,4051.5
FDX26,OUT049,2946.5
FDK32,OUT013,2513.5
DRA12,OUT046,2225.0
FDO46,OUT010,1068.5
FDE52,OUT013,1411.0
NCH42,OUT045,3510.5
FDV08,OUT035,940.0
FDB47,OUT018,3067.0
FDC28,OUT010,209.0
FDD22,OUT046,1784.0
FDS07,OUT027,3348.0
DRI13,OUT045,3322.0
FDG32,OUT018,3266.0
FDU14,OUT017,4041.0
FDD28,OUT019,968.0
NCP41,OUT017,1902.0
FDS08,OUT049,2898.5
FDX47,OUT045,2480.5
FDC53,OUT019,303.5
FDQ19,OUT035,4087.5
FDL14,OUT045,2460.0
FDM33,OUT019,1560.5
FDA51,OUT045,1712.0
FDZ27,OUT018,515.0
FDT04,OUT046,644.0
DRC13,OUT049,2112.5
FDR16,OUT027,4899.5
FDQ03,OUT027,5265.5
FDE38,OUT035,2892.0
DRH23,OUT027,2414.5
FDT11,OUT019,1119.0
FDD09,OUT035,3082.0
FDR40,OUT045,1279.0
FDX07,OUT017,3125.0
FDR07,OUT035,1784.0
FDA51,OUT017,1946.0
FDT59,OUT019,1736.5
FDF20,OUT017,3255.0
FDR13,OUT045,1838.5
FDY26,OUT049,3425.0
FDW04,OUT017,2243.0
FDK52,OUT017,3700.0
FDN60,OUT049,2571.0
FDM09,OUT019,827.0
FDP46,OUT049,1509.5
FDB50,OUT019,644.0
NCQ29,OUT049,4160.5
FDP16,OUT027,5342.0
FDX33,OUT018,2335.0
FDP07,OUT010,1146.0
FDN22,OUT046,3961.0
FDF39,OUT049,4217.0
FDS21,OUT017,1189.0
NCM42,OUT013,1685.5
FDK50,OUT019,713.5
DRF13,OUT027,3799.0
FDH35,OUT018,2383.0
FDP60,OUT018,1332.0
DRJ49,OUT027,3541.5
NCT42,OUT019,408.0
FDE38,OUT049,2786.0
FDI04,OUT049,3267.5
NCH54,OUT045,2378.5
FDT56,OUT049,1127.0
DRD15,OUT018,3410.0
FDV58,OUT013,3066.0
FDP21,OUT049,3110.5
FDH05,OUT013,3701.5
FDR10,OUT027,4058.0
NCP06,OUT045,2253.5
FDF33,OUT049,2005.0
DRK37,OUT013,2954.0
DRH49,OUT045,1249.5
FDT58,OUT013,2652.0
FDD41,OUT018,1444.0
FDP40,OUT018,1549.0
FDM51,OUT027,3184.5
FDO45,OUT010,518.5
FDW33,OUT010,275.0
FDY24,OUT045,846.5
FDB10,OUT010,1774.0
FDM40,OUT035,2422.0
NCI06,OUT017,2960.0
FDW12,OUT019,409.0
FDX48,OUT027,3985.0
NCW05,OUT027,3180.0
FDX27,OUT017,1659.0
DRM37,OUT045,3015.5
FDA38,OUT045,3689.5
FDR36,OUT046,673.5
FDZ45,OUT046,3114.0
FDG05,OUT017,2681.0
FDK28,OUT013,4060.0
FDV47,OUT045,1312.5
FDN21,OUT045,2462.0
FDP20,OUT027,3545.0
FDI35,OUT045,2840.0
DRY23,OUT013,736.5
FDA56,OUT017,2135.0
FDB09,OUT013,1999.5
NCO26,OUT027,3314.0
FDQ49,OUT018,2223.0
FDI52,OUT027,3416.0
FDZ44,OUT027,3395.5
FDZ09,OUT018,2340.0
FDY03,OUT049,1963.5
NCG42,OUT017,2169.0
DRI13,OUT027,4906.5
FDQ32,OUT013,2087.5
FDW16,OUT035,1706.0
FDU27,OUT046,796.0
FDR28,OUT010,662.5
FDQ49,OUT010,537.0
FDS37,OUT046,1868.0
FDW26,OUT018,3216.0
FDX12,OUT018,3586.0
NCP06,OUT013,2360.0
FDW45,OUT010,348.5
NCN30,OUT049,1584.0
FDN24,OUT049,949.0
NCL41,OUT027,2048.0
FDR02,OUT019,196.0
FDD09,OUT010,937.5
FDS33,OUT010,527.0
FDU22,OUT045,1822.5
FDI53,OUT013,2599.0
DRH01,OUT049,2843.5
FDX32,OUT013,2346.0
NCP30,OUT018,376.0
FDB60,OUT045,3011.0
FDB14,OUT049,1666.0
NCP02,OUT035,1114.0
FDJ10,OUT017,2403.0
FDG34,OUT046,1789.5
NCB18,OUT017,1514.0
FDM16,OUT049,1341.0
FDW25,OUT018,1134.0
FDB35,OUT010,411.5
DRN11,OUT013,2274.0
FDF41,OUT019,1949.0
FDH16,OUT045,1330.5
NCQ50,OUT018,3062.0
DRH23,OUT018,672.0
DRJ37,OUT013,2387.5
DRJ24,OUT027,4370.0
FDY16,OUT035,3133.0
FDQ27,OUT045,1669.0
FDZ33,OUT045,2270.0
FDF29,OUT045,2056.5
FDA08,OUT049,2762.5
FDG31,OUT046,1054.0
FDE34,OUT019,981.0
NCR30,OUT027,2637.0
FDV33,OUT035,4320.5
DRZ24,OUT018,1634.0
NCL54,OUT035,2901.5
FDR12,OUT049,2877.5
NCC54,OUT046,3778.0
DRN59,OUT013,781.5
FDX50,OUT019,203.0
FDV31,OUT027,4329.0
NCA29,OUT027,4187.0
FDW60,OUT049,2942.5
FDX08,OUT017,3060.0
DRD49,OUT013,3679.5
FDD33,OUT046,3642.0
FDW35,OUT013,730.5
FDJ36,OUT017,1809.0
FDV51,OUT035,2856.5
FDW36,OUT046,1672.5
FDH35,OUT046,2633.5
NCS30,OUT027,3522.5
FDN49,OUT017,756.0
FDL08,OUT018,3651.0
FDI09,OUT013,4014.5
FDP19,OUT018,1813.0
FDU21,OUT010,1361.5
NCP41,OUT045,1649.5
FDY10,OUT013,1806.5
FDP12,OUT018,397.0
NCN26,OUT049,1916.5
FDK44,OUT013,2782.5
FDC28,OUT049,1831.5
FDJ41,OUT027,5624.0
NCT29,OUT035,2172.5
NCH42,OUT019,1648.5
FDU60,OUT018,2428.0
FDS02,OUT045,2959.0
FDC51,OUT046,1952.5
FDU03,OUT013,2948.0
FDX39,OUT045,3324.5
NCY05,OUT010,1344.5
NCL06,OUT027,5532.5
FDD32,OUT035,1570.5
NCN41,OUT045,1877.0
NCX53,OUT049,2355.5
FDU57,OUT019,499.0
FDQ23,OUT046,1661.5
FDQ52,OUT045,3817.5
FDC14,OUT045,673.5
FDY09,OUT035,3008.0
FDQ28,OUT045,2438.5
FDV25,OUT046,3496.5
FDJ07,OUT035,2080.5
DRB25,OUT049,1766.0
FDK52,OUT019,1613.0
FDY52,OUT027,2515.5
FDB28,OUT046,3049.5
FDT36,OUT035,789.5
FDV25,OUT017,3673.0
NCN07,OUT027,3605.0
FDC57,OUT017,3270.0
FDQ03,OUT018,3532.0
FDU23,OUT017,2806.0
NCX41,OUT035,3567.5
NCD06,OUT035,926.0
FDW08,OUT045,1638.0
NCU29,OUT017,2452.0
NCE06,OUT013,2508.5
FDV52,OUT010,70.0
FDB02,OUT017,3017.0
NCR18,OUT045,601.5
FDK16,OUT049,1600.0
NCQ29,OUT010,2090.0
FDZ01,OUT019,164.0
FDW27,OUT035,2733.5
FDD17,OUT018,3485.0
FDW39,OUT013,2867.0
DRH59,OUT045,1114.0
FDS52,OUT013,1633.5
FDU40,OUT027,4563.0
NCF54,OUT013,2714.0
FDH46,OUT045,1620.5
NCP14,OUT049,1705.5
FDH50,OUT049,3102.0
DRF15,OUT010,482.0
FDV27,OUT027,2960.5
NCJ06,OUT049,1978.0
FDN02,OUT018,3013.0
FDQ51,OUT049,932.0
FDQ07,OUT017,3721.0
FDS45,OUT049,1836.0
NCJ06,OUT045,1815.0
FDD36,OUT035,2070.5
FDY25,OUT045,2843.0
FDU52,OUT046,2421.0
DRK47,OUT017,3732.0
NCL30,OUT017,2145.0
FDN22,OUT035,4199.5
NCF30,OUT027,3441.5
FDK03,OUT035,4237.0
FDT45,OUT017,1045.0
NCC54,OUT027,5251.5
FDP08,OUT018,2898.0
FDU44,OUT046,2643.0
DRG39,OUT035,1079.0
FDU32,OUT049,2079.5
FDY27,OUT049,2876.0
NCP54,OUT013,1930.5
NCZ41,OUT049,2111.0
DRL49,OUT013,2257.5
FDI05,OUT018,1002.0
FDY56,OUT045,3567.0
DRC13,OUT013,2023.0
NCV29,OUT017,2989.0
FDR24,OUT049,1566.0
FDZ34,OUT018,2806.0
FDP37,OUT035,2145.0
FDX08,OUT027,4385.5
FDS57,OUT045,2160.0
NCG18,OUT049,1705.0
FDK25,OUT018,2390.0
FDH53,OUT049,1448.5
DRI59,OUT018,3279.0
FDA52,OUT046,2801.5
FDT20,OUT010,1287.5
FDE36,OUT019,703.0
FDI24,OUT017,2889.0
FDB28,OUT018,2841.0
FDV11,OUT017,2989.0
FDP01,OUT046,2412.0
FDD34,OUT027,4059.5
FDJ50,OUT027,2382.5
FDZ44,OUT013,1932.0
DRO59,OUT035,1446.0
DRB48,OUT045,604.5
FDR21,OUT018,2519.0
NCE42,OUT010,1711.5
FDO23,OUT046,1470.5
NCE30,OUT018,3046.0
FDQ22,OUT035,844.0
FDY01,OUT045,1816.0
FDS08,OUT017,2982.0
FDG28,OUT018,3666.0
FDQ51,OUT018,613.0
FDB05,OUT017,4050.0
FDO56,OUT049,2039.0
FDE02,OUT018,1251.0
FDN45,OUT017,3646.0
FDS09,OUT013,858.5
NCA54,OUT018,2578.0
FDP09,OUT010,1401.0
FDC53,OUT045,1508.5
NCM55,OUT017,3125.0
FDL09,OUT018,2457.0
FDA11,OUT019,424.0
FDA50,OUT045,1390.0
FDC23,OUT017,3019.0
FDE22,OUT049,2623.0
FDD23,OUT046,3020.5
NCA29,OUT049,2797.0
FDK38,OUT046,2344.5
DRC13,OUT046,1944.5
NCP43,OUT049,2975.0
FDX28,OUT049,1669.5
FDF08,OUT049,1619.5
FDZ33,OUT046,2338.5
FDD10,OUT049,2974.0
FDO58,OUT017,2719.0
FDI50,OUT017,3848.0
FDO58,OUT045,2551.5
FDX08,OUT013,2906.0
NCK17,OUT010,1274.0
FDF39,OUT035,4340.0
FDU45,OUT010,118.0
NCJ18,OUT018,1558.0
DRC27,OUT019,1964.5
DRC25,OUT035,1554.0
FDU59,OUT035,2754.0
FDU28,OUT035,3235.0
NCP30,OUT046,627.0
FDB39,OUT018,612.0
FDE41,OUT013,1432.0
DRH11,OUT010,1032.0
FDA58,OUT045,3631.5
FDU50,OUT046,1818.0
FDM34,OUT013,2067.5
FDM44,OUT027,3156.5
FDR39,OUT045,2834.5
FDM25,OUT045,2689.0
FDQ49,OUT049,2573.0
DRH25,OUT018,589.0
FDM09,OUT027,4236.5
FDL44,OUT019,683.5
NCR42,OUT018,260.0
DRL59,OUT046,871.0
FDX43,OUT013,2697.5
DRK47,OUT010,1620.0
FDU48,OUT018,1833.0
FDY12,OUT045,769.0
NCN43,OUT018,1747.0
NCM55,OUT018,2691.0
FDQ21,OUT027,3449.0
FDX13,OUT035,4185.5
NCK30,OUT027,5432.5
FDG20,OUT049,2936.5
DRG27,OUT017,803.0
FDY14,OUT018,3858.0
FDP59,OUT035,1910.0
FDU60,OUT017,2852.0
NCC18,OUT019,722.0
DRJ39,OUT017,3588.0
FDS07,OUT049,1931.5
FDM08,OUT027,5073.5
FDP51,OUT045,1896.5
FDU16,OUT035,1563.0
FDH12,OUT013,1694.5
DRE48,OUT010,1114.5
NCL42,OUT027,5295.5
FDR21,OUT045,2730.0
NCW29,OUT035,2302.5
FDO11,OUT013,4014.5
NCM31,OUT049,2374.0
FDV35,OUT019,530.5
FDF58,OUT017,1157.0
NCE43,OUT049,2725.5
FDA02,OUT035,2499.0
DRL37,OUT010,1253.0
FDR24,OUT018,1249.0
FDW59,OUT049,1451.0
FDS22,OUT049,899.0
FDW24,OUT017,953.0
FDU24,OUT035,1743.0
FDA21,OUT027,4440.0
FDH58,OUT027,3359.0
FDW36,OUT018,1399.0
FDI45,OUT027,4260.5
FDU01,OUT018,2757.0
FDF35,OUT027,3253.0
FDU43,OUT019,1900.5
FDE24,OUT019,350.5
FDK50,OUT049,2716.5
FDG31,OUT045,967.5
FDC60,OUT045,1398.0
FDL36,OUT013,1443.5
FDP21,OUT013,3056.5
FDW16,OUT045,1418.0
FDX02,OUT017,3639.0
FDQ58,OUT027,3941.5
FDT51,OUT046,1820.5
FDD59,OUT049,1461.5
NCM42,OUT018,1455.0
FDA57,OUT018,426.0
FDZ48,OUT035,1981.0
FDE46,OUT045,2349.5
NCZ30,OUT019,20.5
FDB56,OUT017,3188.0
FDA25,OUT027,3235.0
FDD20,OUT013,2028.5
FDL25,OUT013,1466.0
NCO18,OUT049,2866.0
FDJ45,OUT017,922.0
FDR12,OUT035,2943.0
NCF19,OUT010,1212.5
FDK25,OUT046,2585.0
NCR17,OUT046,1806.0
FDC52,OUT046,2401.0
NCA54,OUT017,2969.0
FDR45,OUT010,1816.5
NCM19,OUT049,1947.5
FDF39,OUT027,5645.0
FDX23,OUT049,1642.5
FDD58,OUT027,3085.5
FDX28,OUT013,1591.0
NCD31,OUT013,2549.0
FDU57,OUT018,2180.0
FDI27,OUT046,739.5
NCM42,OUT046,1672.0
FDD32,OUT027,2879.0
FDI34,OUT013,3656.0
NCM29,OUT049,2174.0
FDG46,OUT018,1602.0
DRC01,OUT010,1120.0
FDB15,OUT027,5568.5
