area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Srshq T,1190,2.0,1.0,53.854352607609904
Plot  Area,17-Dec,Hennur Road,3 Bedroom,,700,3.0,1.0,62.38769596696191
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Prldsri,929,2.0,2.0,59.82762530298219
Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,955,2.0,1.0,36.600952115604734
Plot  Area,Ready To Move,Koramangala,5 Bedroom,,2400,4.0,2.0,314.80215325421705
Plot  Area,19-Dec,Tumkur Road,4 Bedroom,,1200,4.0,2.0,176.07625476048455
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1843,3.0,2.0,93.97708144599936
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1250,2.0,2.0,82.51377131946563
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1893,4.0,3.0,99.98019607824105
Super built-up  Area,Ready To Move,Begur Road,2 BHK,,1240,2.0,2.0,42.33604504335853
Super built-up  Area,Ready To Move,Anandapura,2 BHK,,1151,2.0,1.0,42.999886363489615
Super built-up  Area,Ready To Move,Horamavu Banaswadi,3 BHK,,1560,3.0,2.0,54.497747702046475
Plot  Area,Ready To Move,Anjanapura,5 Bedroom,,600,3.0,2.0,74.33923280734942
Built-up  Area,Ready To Move,Begur Road,2 BHK,,1050,2.0,2.0,43.65230117250398
Super built-up  Area,19-Dec,Hoodi,2 BHK,Caycend,1063,2.0,2.0,48.151500485743036
Super built-up  Area,Ready To Move,Binny Pete,3 BHK,Shestlo,2465,5.0,2.0,260.0555496441322
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,900,2.0,0.0,55.00000000000002
Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2.0,1.0,54.84997761861683
Built-up  Area,Ready To Move,Jalahalli,3 BHK,Tahtsla,2091,3.0,2.0,77.49203781276164
Super built-up  Area,19-Dec,Kanakapura,3 BHK,GoityEt,1477,2.0,1.0,69.74955830250812
Super built-up  Area,Ready To Move,Varthur,3 BHK,,2145,3.0,2.0,169.9268849537719
Super built-up  Area,18-Feb,Kadugodi,2 BHK,Alestrb,1314,2.0,3.0,75.24172086200574
Super built-up  Area,Ready To Move,Cox Town,4 BHK,DantsAp,1860,4.0,3.0,144.91435844357466
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,Maidsr ,1095,2.0,2.0,47.43552415324935
Super built-up  Area,18-Aug,Old Madras Road,2 BHK,SheldGr,1225,2.0,1.0,62.96287986011887
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,,1400,3.0,2.0,52.292870067205044
Plot  Area,Ready To Move,Malleshwaram,4 Bedroom,,2400,3.0,2.0,421.43461032448556
Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,ColeyNa,1200,3.0,1.0,97.9949493661167
Built-up  Area,Ready To Move,Garudachar Palya,2 BHK,UnlisAc,1050,2.0,1.0,32.98529093593285
Plot  Area,Ready To Move,Naganathapura,2 Bedroom,,1200,2.0,0.0,51.153619241621186
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,53.75815007832169
Super built-up  Area,18-Jun,Bommasandra,3 BHK,SSestth,1295,2.0,1.0,50.1398083688236
Plot  Area,18-Mar,Gattahalli,3 Bedroom,Miiewa ,2000,2.0,2.0,185.16122045152147
Super built-up  Area,20-Dec,Whitefield,3 BHK,Somns T,1386,3.0,2.0,54.91958512006325
Super built-up  Area,Ready To Move,Vittal Mallya Road,1 BHK,Gantspa,950,1.0,0.0,50.31296132557542
Super built-up  Area,18-Aug,Dasanapura,3 BHK,Tavenew,843,2.0,1.0,53.4701753255853
Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,Pride S,2439,4.0,3.0,187.48342102158486
Built-up  Area,Ready To Move,Gottigere,2 BHK,,1280,2.0,1.0,31.649655434629025
Super built-up  Area,Ready To Move,Shingapura,2 BHK,,1010,2.0,1.0,42.48103034657758
Super built-up  Area,Ready To Move,Uttarahalli,1 BHK,,793,1.0,1.0,37.81069440244531
Built-up  Area,Ready To Move,Brookefield,2 BHK,Bhiya N,1100,2.0,1.0,62.05553108173777
Super built-up  Area,Ready To Move,Brookefield,2 BHK,,1050,2.0,3.0,58.74947698515862
Super built-up  Area,Ready To Move,Sunkadakatte,7 BHK,,40,7.0,1.0,157.7450786638754
Built-up  Area,Ready To Move,Basavanapura,2 BHK,,1220,2.0,2.0,47.37137583323427
Super built-up  Area,17-Jun,Electronic City,1 BHK,Prarkun,630,1.0,1.0,47.00000000000001
Super built-up  Area,18-Dec,Raja rajeswarinagar 5th Stage,3 BHK,,1444,3.0,2.0,64.23802572120037
Super built-up  Area,Ready To Move,Harlur,3 BHK,SrEndPo,1710,3.0,2.0,112.95613191048555
Plot  Area,Ready To Move,Seegehalli,4 Bedroom,,800,3.0,1.0,69.65408693062277
Super built-up  Area,18-Dec,Hosur Road,3 BHK,PuendWe,1745,3.0,1.0,115.72189169131896
Built-up  Area,Ready To Move,Kammasandra,2 BHK,Prarkhi,870,2.0,0.0,36.383151285037485
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1250,2.0,3.0,50.094911684041506
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1393,3.0,2.0,56.00000000000001
Super built-up  Area,Ready To Move,RMV Extension,2 BHK,S alsPe,1000,2.0,2.0,45.861498055439924
Built-up  Area,Ready To Move,"Sarjapur Road, ",2 BHK,,1371,2.0,1.0,69.74602462329594
Super built-up  Area,19-Dec,Whitefield,3 BHK,Goted U,2140,3.0,2.0,133.38749941865862
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1450,3.0,3.0,58.40429277417581
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,,1580,3.0,1.0,66.17521864497355
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Saaveri,1368,2.0,1.0,61.4600672429993
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,63.99230723708763
Super built-up  Area,18-Dec,Rachenahalli,2 BHK,Shileve,1171,2.0,2.0,43.31139808220907
Plot  Area,Ready To Move,Jigani,3 Bedroom,,1200,2.0,1.0,50.21044815269632
Plot  Area,Ready To Move,SIPCOT 1,2 Bedroom,,1500,2.0,0.0,152.83107618423526
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1564,3.0,1.0,102.489129863962
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1345,2.0,1.0,51.763623833091685
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,3 BHK,,1512,2.0,2.0,100.9950979214197
Super built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Assha A,775,2.0,2.0,35.14553914385563
Plot  Area,18-Apr,TC Palaya,3 Bedroom,,1200,2.0,0.0,65.99999999999997
Super built-up  Area,18-Apr,Electronic City,2 BHK,,1090,2.0,1.0,40.49698784249287
Super built-up  Area,Ready To Move,Sugama Layout,2 BHK,,800,2.0,1.0,52.27288240746879
Plot  Area,Ready To Move,Ejipura,8 Bedroom,,969,5.0,3.0,139.41367454774476
Super built-up  Area,18-Mar,Kothanur,2 BHK,,1095,2.0,2.0,54.497747702046475
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Daives ,1483,2.0,3.0,43.45222154178573
Super built-up  Area,21-Mar,Yelahanka,2 BHK,Goues A,1252,2.0,2.0,48.68098227692364
Plot  Area,Ready To Move,Palanahalli,4 Bedroom,RMaanSa,3375,2.0,1.0,201.32646885664752
Plot  Area,Ready To Move,Kasturi Nagar,6 Bedroom,,2400,6.0,3.0,384.7084391091283
Built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3650,4.0,0.0,252.38902896534412
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,Vayali ,900,2.0,1.0,35.783148315499055
Plot  Area,Ready To Move,ITPL,4 Bedroom,,2440,5.0,2.0,385.685919060935
Super built-up  Area,17-Jul,Channasandra,2 BHK,,1010,2.0,2.0,37.88444419044717
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,Grure S,1680,3.0,3.0,48.78955713801841
Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,,2400,3.0,0.0,254.56016904048252
Super built-up  Area,Ready To Move,BSK STAGE 2,3 BHK,,1990,2.0,1.0,185.9572143566544
Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,3 BHK,NSnexav,1523,3.0,2.0,75.0
Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,Pride S,2439,4.0,3.0,187.48342102158486
Plot  Area,Ready To Move,EPIP Zone,3 Bedroom,,4930,4.0,1.0,530.3482850259327
Plot  Area,Ready To Move,ITI Employees Layout,5 Bedroom,,1200,5.0,3.0,120.00000000000003
Super built-up  Area,18-Aug,Whitefield,2 BHK,SSdhimr,1195,2.0,2.0,63.40496875241848
Super built-up  Area,Ready To Move,B Narayanapura,2 BHK,Neisear,1050,2.0,2.0,54.77633906953735
Built-up  Area,Ready To Move,Electronic City,2 BHK,,550,1.0,1.0,15.492422502470639
Built-up  Area,Ready To Move,Devanahalli,1 BHK,Cerdsga,540,1.0,1.0,45.72258554489468
Plot  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,,1200,4.0,3.0,211.85675934768892
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1294,2.0,1.0,105.62082348209468
Built-up  Area,Ready To Move,Chandapura,3 BHK,Riiew L,1345,3.0,2.0,50.21523210920753
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1100,2.0,1.0,43.99999999999999
Plot  Area,Ready To Move,Hoodi,3 Bedroom,,1500,3.0,3.0,111.809574061779
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Paune F,1560,3.0,2.0,83.99411744350309
Plot  Area,Ready To Move,Bannerghatta Road,5 Bedroom,,780,6.0,3.0,154.91985120567549
Built-up  Area,Ready To Move,Thanisandra,3 BHK,,1565,2.0,2.0,125.0
Super built-up  Area,15-Oct,Thippasandra main,3 BHK,,1790,3.0,,185.76455766552698
Plot  Area,Immediate Possession,Chikkaballapur,,PrandHo,1200 - 2000,,,51.54959562166011
Super built-up  Area,19-Sep,Kanakpura Road,3 BHK,Soazak ,1594.98,3.0,1.0,118.00000000000003
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,RAncyeg,1055,2.0,1.0,38.65999873928388
Super built-up  Area,18-Dec,Electronics City Phase 1,2 BHK,,1060,2.0,1.0,45.749331546023186
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,32.763886032268275
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3.0,3.0,226.47307532980673
Plot  Area,Ready To Move,Muthyala Nagar,4 Bedroom,,1350,4.0,2.0,138.41305534274758
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2280,4.0,2.0,125.49901185384815
Carpet  Area,Ready To Move,Pulkeshi Nagar,2 BHK,ElaleSp,1250,2.0,3.0,57.983048412234496
Built-up  Area,Ready To Move,Hegde Nagar,2 BHK,Dhniaad,1016,2.0,1.0,55.056221777783065
Plot  Area,Ready To Move,Jinkethimmanahalli,5 Bedroom,,1230,5.0,1.0,129.09996156801893
Built-up  Area,Ready To Move,TPV Layout,3 BHK,Crior E,1480,3.0,0.0,153.82247898803328
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,736,1.0,0.0,53.45573707149688
Plot  Area,Ready To Move,Esther Enclave Layout,1 Bedroom,,1200,1.0,1.0,33.8998567332303
Plot  Area,17-Jan,Whitefield,4 Bedroom,Ieuseut,1400,4.0,2.0,155.14416415607718
Built-up  Area,Ready To Move,Whitefield,3 BHK,Pae 1ov,1500,2.0,1.0,56.94825277780168
Built-up  Area,Ready To Move,Kumaraswami Layout,3 Bedroom,,1000,3.0,1.0,72.45747068882787
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMwerCo,1717,3.0,3.0,94.07891459203769
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1056,2.0,2.0,66.48333127521192
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,2.0,0.0,65.99999999999997
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Maoma P,1200,2.0,2.0,62.34035048845248
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Suise S,1130,2.0,1.0,41.6031688962218
Super built-up  Area,Ready To Move,New Thippasandra,3 BHK,,1575,2.0,2.0,70.33021800050804
Super built-up  Area,19-Jun,Yelahanka,3 BHK,Vaaram ,1892 - 2798,3.0,0.0,69.46851956725071
Super built-up  Area,Ready To Move,Mico Layout,3 BHK,Amsomun,1685,3.0,2.0,61.928530890209046
Super built-up  Area,Ready To Move,Kanaka Nagar,2 BHK,,1000,2.0,3.0,26.459060435491963
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,,1100,2.0,2.0,61.99999999999999
Plot  Area,Ready To Move,Bellandur,3 Bedroom,Vaodssh,2400,3.0,2.0,207.9258241577617
Super built-up  Area,18-Dec,Sarjapur  Road,2 BHK,PualeSk,1346,2.0,1.0,67.70871560435403
Super built-up  Area,19-Dec,Whitefield,1 BHK,Oreldhi,524 - 894,1.0,0.0,34.559569387156536
Super built-up  Area,Ready To Move,Benson Town,4 BHK,DFityin,2938,6.0,2.0,392.48570495000195
Super built-up  Area,21-May,Dairy Circle,3 BHK,Soeurri,1908,3.0,2.0,214.81241854907236
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1832,3.0,1.0,120.41663806908844
Built-up  Area,Ready To Move,Banashankari Stage VI,4 BHK,,3150,4.0,0.0,183.39360075664231
Super built-up  Area,Ready To Move,"JP nagar 9th phase , ",3 BHK,,1846,3.0,2.0,125.23787070447602
Built-up  Area,Ready To Move,Hormavu,5 Bedroom,,2000,4.0,2.0,173.25842877749133
Super built-up  Area,18-Mar,BTM Layout,2 BHK,Sudeslv,920,2.0,1.0,30.583223394707517
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Jae 1ke,700,2.0,2.0,50.44414446756792
Super built-up  Area,Ready To Move,Hoodi Layout,3 BHK,SVstos ,1610,3.0,2.0,74.87489703452653
Plot  Area,18-Mar,Lingarajapuram,4 Bedroom,,1200,3.0,1.0,125.23787070447602
Plot  Area,Ready To Move,Whitefield,5 Bedroom,Ske 2ad,3927,5.0,3.0,488.55694255111933
Super built-up  Area,18-Apr,Jalahalli,3 BHK,DSata S,1222,2.0,2.0,72.68174807915462
Super built-up  Area,Ready To Move,Gottigere,2 BHK,DSghtra,900,2.0,1.0,38.98749804626441
Super built-up  Area,22-May,Jakkur,3 BHK,SoineC ,1819.18,3.0,2.0,152.81807436059006
Built-up  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,,1200,2.0,1.0,102.08249123881319
Plot  Area,Ready To Move,Vidyaranyapura,2 Bedroom,,1080,2.0,0.0,60.188234163113435
Super built-up  Area,Ready To Move,Kogilu,2 BHK,,1170,2.0,2.0,50.660000000000004
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,DSesthr,1530,2.0,2.0,54.68482737694352
Plot  Area,Ready To Move,Vivek Nagar,4 Bedroom,,2025,3.0,0.0,137.9100428334827
Super built-up  Area,Ready To Move,Electronic City,3 BHK,BrnoxEq,1700,3.0,2.0,72.45747068882787
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Ariew J,900,2.0,2.0,73.18894796396557
Super built-up  Area,Ready To Move,Bannerghatta,2 BHK,,650,1.0,2.0,42.92265930018353
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1207,2.0,2.0,48.147329530707985
Super built-up  Area,18-May,Banashankari Stage III,3 BHK,Pridsi ,1305,2.0,1.0,58.849812029779976
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Saciatt,2425,3.0,2.0,187.04254837669055
Super built-up  Area,19-Dec,Hoodi,3 BHK,Caycend,1724,3.0,2.0,129.4913790255893
Plot  Area,Ready To Move,Abbigere,4 Bedroom,,1200,4.0,,143.53027364535086
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar,1 BHK,Prllsan,648,1.0,0.0,37.1051177665153
Super built-up  Area,18-Oct,Kathriguppe,2 BHK,,1115,2.0,2.0,68.61486910136368
Plot  Area,Ready To Move,Mahalakshmi Layout,4 Bedroom,,3750,4.0,2.0,346.42049450197953
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Valdsic,2600,3.0,,116.91522378386938
Built-up  Area,Ready To Move,"Sarjapur Road, ",3 BHK,,1561,3.0,2.0,84.73214099741124
Built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,PSterAs,1050,2.0,0.0,37.987177379235845
Plot  Area,Ready To Move,R.T. Nagar,7 Bedroom,,2400,8.0,,344.83377510011945
Super built-up  Area,18-Sep,HBR Layout,1 BHK,SLvasNi,534 - 763,1.0,0.0,22.970502706451533
Super built-up  Area,Ready To Move,Doddabommasandra,2 BHK,MaaveEn,1150,2.0,2.0,41.988370520409354
Super built-up  Area,Ready To Move,Chikkasanne,3 BHK,Hieryni,1550,3.0,1.0,56.96550698475778
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,Patri M,937,2.0,1.0,30.1711404988653
Plot  Area,Ready To Move,Malleshwaram,4 Bedroom,,2340,3.0,2.0,421.43461032448556
Plot  Area,Ready To Move,Electronic City,2 Bedroom,,2100,2.0,2.0,173.64821785520746
Built-up  Area,Ready To Move,Herohalli,1 Bedroom,,600,1.0,0.0,22.685438564654028
Built-up  Area,Ready To Move,Harlur,5 Bedroom,Shodsir,3600,5.0,3.0,161.5607578722492
Super built-up  Area,Ready To Move,Ashwathnagar,3 BHK,Puinaia,1935,2.0,1.0,145.32498077908642
Super built-up  Area,18-May,Haralur Road,4 BHK,SNnia E,3210,6.0,,282.5683339161832
Super built-up  Area,18-Mar,Electronic City,2 BHK,Prarkun,1108,2.0,1.0,65.0424106162093
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Kaamai ,985,1.0,2.0,70.88880302244576
Super built-up  Area,Ready To Move,Gottigere,3 BHK,KSicaxo,1500,3.0,2.0,66.40919818541086
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1185,2.0,2.0,43.63425030175817
Super built-up  Area,20-Dec,Varthur,3 BHK,Myple M,1545,3.0,2.0,77.07746153660477
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1490,2.0,2.0,59.60000000000002
Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,Skacak ,1268,2.0,1.0,65.07571414672718
Plot  Area,Ready To Move,Vijaya Bank Layout,5 Bedroom,,2400,5.0,1.0,500.02494947856616
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1410,2.0,2.0,77.4601809837321
Super built-up  Area,18-Aug,1st Phase JP Nagar,2 BHK,,1080,2.0,2.0,90.72240729505526
Super built-up  Area,Ready To Move,Chokkanahalli,3 BHK,DSineSu,1350,2.0,2.0,87.85943956609228
Built-up  Area,Ready To Move,Bellandur,2 BHK,Kritel ,1300,2.0,1.0,70.55417527999327
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Cooutid,1800,2.0,3.0,59.92618484691125
Super built-up  Area,18-Feb,Uttarahalli,2 BHK,DSera S,1068,2.0,1.0,42.59499971326987
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1170,2.0,2.0,52.00000000000001
Built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,OmentCl,1200,2.0,3.0,46.37087712930804
Plot  Area,Ready To Move,Thyagaraja Nagar,4 Bedroom,,800,3.0,2.0,117.26242006656213
Super built-up  Area,Ready To Move,Arekere,3 BHK,,1809,2.0,3.0,79.1623352953243
Super built-up  Area,18-Apr,Electronic City,3 BHK,Prarkun,1615,3.0,2.0,110.12155506471288
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1662,3.0,2.0,85.24963768039844
Super built-up  Area,18-Jun,Kogilu,3 BHK,Leora E,2215,5.0,1.0,215.5733132221051
Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,,1999,3.0,2.0,133.49163542763552
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,,1150,2.0,,40.00000000000001
Plot  Area,19-Dec,Kasavanhalli,4 Bedroom,,4395,4.0,2.0,338.4554462665167
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,,1611,2.0,2.0,52.292870067205044
Built-up  Area,Ready To Move,Samethanahalli,2 BHK,SPontna,1160,2.0,2.0,58.029653564966836
Super built-up  Area,18-Apr,Attibele,2 BHK,,1150,2.0,2.0,29.364996295076352
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1260,2.0,1.0,58.849812029779976
Super built-up  Area,Ready To Move,Whitefield,3 BHK,TZllaes,2750,3.0,3.0,102.86529738079034
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2 BHK,,1196,2.0,1.0,36.496666518505336
Super built-up  Area,22-May,Jakkur,3 BHK,SoineC ,1819.18,3.0,2.0,152.81807436059006
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2555,3.0,2.0,141.00000000000003
Super built-up  Area,Ready To Move,Channasandra Layout,3 BHK,Aconyit,1535,2.0,2.0,72.16419889536138
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Vangsld,1299,2.0,1.0,59.11788419430606
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Keers S,1257,2.0,1.0,70.00774605632822
Super built-up  Area,21-Dec,Whitefield,3 BHK,SudenEd,1498 - 1523,3.0,0.0,91.3056336308895
Super built-up  Area,19-Dec,"J.P.Nagar 6th Phase , sarakki nagar",3 BHK,,1750,3.0,2.0,112.95613191048555
Super built-up  Area,21-Dec,Thanisandra,2 BHK,Bhe 2ko,1183,2.0,1.0,59.147106331061366
Super built-up  Area,18-Mar,Raja Rajashware nagar,3 BHK,,1400,2.0,1.0,51.962250707461436
Super built-up  Area,Ready To Move,Malleshpalya,3 BHK,,1950,3.0,3.0,67.08817812219684
