area_type,availability,location,size,society,total_sqft,bath,balcony,price
Built-up  Area,Ready To Move,Jalahalli,4 BHK,Tahtsla,3083,4.0,2.0,206.13331389601097
Built-up  Area,18-Dec,Electronic City,2 BHK,,1025,2.0,1.0,31.818611744648898
Plot  Area,Ready To Move,Marathahalli,2 Bedroom,,1353,2.0,0.0,111.11005142368907
Plot  Area,Ready To Move,Whitefield,5 Bedroom,,6369,4.0,,397.0019069768045
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Niborik,1085,2.0,1.0,44.30772093261918
Plot  Area,Ready To Move,4th Block Koramangala,2 Bedroom,,1200,2.0,1.0,57.75692726769971
Super built-up  Area,19-Dec,Hoodi,2 BHK,Caycend,1289,2.0,2.0,71.645181925447
Plot  Area,Ready To Move,Horamavu Agara,5 Bedroom,,1200,4.0,1.0,103.7943294798436
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,,2300,3.0,3.0,100.6648951402402
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691 - 2170,3.0,0.0,89.88429595925888
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,NiarkHy,1021,2.0,2.0,49.34132646649796
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,Asareur,1750,3.0,3.0,206.18686499607307
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,2.0,82.45729792465795
Super built-up  Area,Ready To Move,KR Puram,2 BHK,,1060,2.0,1.0,45.37661201388936
Super built-up  Area,Ready To Move,"C P Cassia Apartment,",2 BHK,,1029,1.0,2.0,82.69202144571604
Built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,,850,2.0,3.0,46.99017452964143
Built-up  Area,19-Oct,Whitefield,4 Bedroom,,3565,4.0,1.0,311.42696501379464
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2134,4.0,2.0,116.7261812016841
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1703,3.0,3.0,99.15627281976892
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Srshq T,1190,2.0,1.0,73.98480565260536
Plot  Area,17-Dec,Hennur Road,3 Bedroom,,700,3.0,1.0,67.10254517797448
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Prldsri,929,2.0,2.0,53.04753496392407
Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,955,2.0,1.0,37.07900483103917
Plot  Area,Ready To Move,Koramangala,5 Bedroom,,2400,4.0,2.0,260.8611233958006
Plot  Area,19-Dec,Tumkur Road,4 Bedroom,,1200,4.0,2.0,141.0513105836019
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1843,3.0,2.0,89.65181319587415
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1250,2.0,2.0,66.14109931802795
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1893,4.0,3.0,97.96810218307049
Super built-up  Area,Ready To Move,Begur Road,2 BHK,,1240,2.0,2.0,43.9440900319984
Super built-up  Area,Ready To Move,Anandapura,2 BHK,,1151,2.0,1.0,44.04458176079537
Super built-up  Area,Ready To Move,Horamavu Banaswadi,3 BHK,,1560,3.0,2.0,52.65432945074817
Plot  Area,Ready To Move,Anjanapura,5 Bedroom,,600,3.0,2.0,95.16537615296436
Built-up  Area,Ready To Move,Begur Road,2 BHK,,1050,2.0,2.0,57.88498070831636
Super built-up  Area,19-Dec,Hoodi,2 BHK,Caycend,1063,2.0,2.0,62.62141308026941
Super built-up  Area,Ready To Move,Binny Pete,3 BHK,Shestlo,2465,5.0,2.0,229.88035325004057
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,900,2.0,0.0,55.00000000000002
Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2.0,1.0,56.10066344583041
Built-up  Area,Ready To Move,Jalahalli,3 BHK,Tahtsla,2091,3.0,2.0,97.61901050183263
Super built-up  Area,19-Dec,Kanakapura,3 BHK,GoityEt,1477,2.0,1.0,64.94047960284156
Super built-up  Area,Ready To Move,Varthur,3 BHK,,2145,3.0,2.0,126.84917742680697
Super built-up  Area,18-Feb,Kadugodi,2 BHK,Alestrb,1314,2.0,3.0,77.9567870666355
Super built-up  Area,Ready To Move,Cox Town,4 BHK,DantsAp,1860,4.0,3.0,105.41172918159717
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,Maidsr ,1095,2.0,2.0,48.737925672923254
Super built-up  Area,18-Aug,Old Madras Road,2 BHK,SheldGr,1225,2.0,1.0,72.12074144205664
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,,1400,3.0,2.0,48.35942501350603
Plot  Area,Ready To Move,Malleshwaram,4 Bedroom,,2400,3.0,2.0,269.84530262574975
Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,ColeyNa,1200,3.0,1.0,135.4258816790571
Built-up  Area,Ready To Move,Garudachar Palya,2 BHK,UnlisAc,1050,2.0,1.0,47.94587523006271
Plot  Area,Ready To Move,Naganathapura,2 Bedroom,,1200,2.0,0.0,66.09213224406616
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,53.50347916887183
Super built-up  Area,18-Jun,Bommasandra,3 BHK,SSestth,1295,2.0,1.0,50.93178199092918
Plot  Area,18-Mar,Gattahalli,3 Bedroom,Miiewa ,2000,2.0,2.0,209.43841077275007
Super built-up  Area,20-Dec,Whitefield,3 BHK,Somns T,1386,3.0,2.0,60.66188082755997
Super built-up  Area,Ready To Move,Vittal Mallya Road,1 BHK,Gantspa,950,1.0,0.0,41.1104274697276
Super built-up  Area,18-Aug,Dasanapura,3 BHK,Tavenew,843,2.0,1.0,47.84745817373376
Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,Pride S,2439,4.0,3.0,141.95502143418162
Built-up  Area,Ready To Move,Gottigere,2 BHK,,1280,2.0,1.0,55.217130382154465
Super built-up  Area,Ready To Move,Shingapura,2 BHK,,1010,2.0,1.0,47.312468234559645
Super built-up  Area,Ready To Move,Uttarahalli,1 BHK,,793,1.0,1.0,37.21373330884335
Built-up  Area,Ready To Move,Brookefield,2 BHK,Bhiya N,1100,2.0,1.0,64.76901948973929
Super built-up  Area,Ready To Move,Brookefield,2 BHK,,1050,2.0,3.0,64.74396938601689
Super built-up  Area,Ready To Move,Sunkadakatte,7 BHK,,40,7.0,1.0,124.83913784759258
Built-up  Area,Ready To Move,Basavanapura,2 BHK,,1220,2.0,2.0,58.44836085942666
Super built-up  Area,17-Jun,Electronic City,1 BHK,Prarkun,630,1.0,1.0,38.1243939615904
Super built-up  Area,18-Dec,Raja rajeswarinagar 5th Stage,3 BHK,,1444,3.0,2.0,68.42815045107018
Super built-up  Area,Ready To Move,Harlur,3 BHK,SrEndPo,1710,3.0,2.0,117.8738407588161
Plot  Area,Ready To Move,Seegehalli,4 Bedroom,,800,3.0,1.0,84.4474758060042
Super built-up  Area,18-Dec,Hosur Road,3 BHK,PuendWe,1745,3.0,1.0,101.95262980390328
Built-up  Area,Ready To Move,Kammasandra,2 BHK,Prarkhi,870,2.0,0.0,40.271393188938404
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1250,2.0,3.0,51.90401036000439
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1393,3.0,2.0,59.81144632462405
Super built-up  Area,Ready To Move,RMV Extension,2 BHK,S alsPe,1000,2.0,2.0,47.54578013218732
Built-up  Area,Ready To Move,"Sarjapur Road, ",2 BHK,,1371,2.0,1.0,72.71094867731604
Super built-up  Area,19-Dec,Whitefield,3 BHK,Goted U,2140,3.0,2.0,117.80929647492631
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1450,3.0,3.0,57.80459958101966
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,,1580,3.0,1.0,60.094939259387814
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Saaveri,1368,2.0,1.0,58.64240822062447
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.18777299119002
Super built-up  Area,18-Dec,Rachenahalli,2 BHK,Shileve,1171,2.0,2.0,49.66910214218388
Plot  Area,Ready To Move,Jigani,3 Bedroom,,1200,2.0,1.0,85.55337267387183
Plot  Area,Ready To Move,SIPCOT 1,2 Bedroom,,1500,2.0,0.0,100.42441250589081
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1564,3.0,1.0,96.97221756132133
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1345,2.0,1.0,55.19920873057154
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,3 BHK,,1512,2.0,2.0,77.79080566240376
Super built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Assha A,775,2.0,2.0,35.05134464945525
Plot  Area,18-Apr,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.08307538779029
Super built-up  Area,18-Apr,Electronic City,2 BHK,,1090,2.0,1.0,53.580428485618604
Super built-up  Area,Ready To Move,Sugama Layout,2 BHK,,800,2.0,1.0,46.812219233020585
Plot  Area,Ready To Move,Ejipura,8 Bedroom,,969,5.0,3.0,145.35778426885813
Super built-up  Area,18-Mar,Kothanur,2 BHK,,1095,2.0,2.0,53.99393872598135
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Daives ,1483,2.0,3.0,63.08954919271365
Super built-up  Area,21-Mar,Yelahanka,2 BHK,Goues A,1252,2.0,2.0,62.11705154604962
Plot  Area,Ready To Move,Palanahalli,4 Bedroom,RMaanSa,3375,2.0,1.0,369.20962548437194
Plot  Area,Ready To Move,Kasturi Nagar,6 Bedroom,,2400,6.0,3.0,226.99355782431704
Built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3650,4.0,0.0,228.0578967078276
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,Vayali ,900,2.0,1.0,41.02708362899401
Plot  Area,Ready To Move,ITPL,4 Bedroom,,2440,5.0,2.0,297.44823538473725
Super built-up  Area,17-Jul,Channasandra,2 BHK,,1010,2.0,2.0,40.7582952644538
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,Grure S,1680,3.0,3.0,55.02322705602204
Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,,2400,3.0,0.0,260.95031029266005
Super built-up  Area,Ready To Move,BSK STAGE 2,3 BHK,,1990,2.0,1.0,178.27652482261792
Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,3 BHK,NSnexav,1523,3.0,2.0,74.71534723367638
Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,Pride S,2439,4.0,3.0,141.95502143418162
Plot  Area,Ready To Move,EPIP Zone,3 Bedroom,,4930,4.0,1.0,472.08403879919496
Plot  Area,Ready To Move,ITI Employees Layout,5 Bedroom,,1200,5.0,3.0,147.01999355013743
Super built-up  Area,18-Aug,Whitefield,2 BHK,SSdhimr,1195,2.0,2.0,52.71552115769024
Super built-up  Area,Ready To Move,B Narayanapura,2 BHK,Neisear,1050,2.0,2.0,56.53536337297379
Built-up  Area,Ready To Move,Electronic City,2 BHK,,550,1.0,1.0,23.34057519490845
Built-up  Area,Ready To Move,Devanahalli,1 BHK,Cerdsga,540,1.0,1.0,26.052634928282394
Plot  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,,1200,4.0,3.0,205.1429871530055
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1294,2.0,1.0,97.5053595456706
Built-up  Area,Ready To Move,Chandapura,3 BHK,Riiew L,1345,3.0,2.0,55.04520646274835
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1100,2.0,1.0,45.73509385093707
Plot  Area,Ready To Move,Hoodi,3 Bedroom,,1500,3.0,3.0,123.36759399284772
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Paune F,1560,3.0,2.0,76.40163468459714
Plot  Area,Ready To Move,Bannerghatta Road,5 Bedroom,,780,6.0,3.0,127.47196630370547
Built-up  Area,Ready To Move,Thanisandra,3 BHK,,1565,2.0,2.0,107.98880672228967
Super built-up  Area,15-Oct,Thippasandra main,3 BHK,,1790,3.0,,129.282587138851
Plot  Area,Immediate Possession,Chikkaballapur,,PrandHo,1200 - 2000,,,73.75115984789332
Super built-up  Area,19-Sep,Kanakpura Road,3 BHK,Soazak ,1594.98,3.0,1.0,109.3830958191723
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,RAncyeg,1055,2.0,1.0,43.94765685785799
Super built-up  Area,18-Dec,Electronics City Phase 1,2 BHK,,1060,2.0,1.0,45.784230595094506
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,32.45548926685951
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3.0,3.0,228.8814832430907
Plot  Area,Ready To Move,Muthyala Nagar,4 Bedroom,,1350,4.0,2.0,128.37100396512838
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2280,4.0,2.0,131.9680541238131
Carpet  Area,Ready To Move,Pulkeshi Nagar,2 BHK,ElaleSp,1250,2.0,3.0,67.94434059909157
Built-up  Area,Ready To Move,Hegde Nagar,2 BHK,Dhniaad,1016,2.0,1.0,40.43218453665406
Plot  Area,Ready To Move,Jinkethimmanahalli,5 Bedroom,,1230,5.0,1.0,164.05943877617116
Built-up  Area,Ready To Move,TPV Layout,3 BHK,Crior E,1480,3.0,0.0,103.07002158029137
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,736,1.0,0.0,65.09976408750762
Plot  Area,Ready To Move,Esther Enclave Layout,1 Bedroom,,1200,1.0,1.0,40.359450043316514
Plot  Area,17-Jan,Whitefield,4 Bedroom,Ieuseut,1400,4.0,2.0,165.8575148903625
Built-up  Area,Ready To Move,Whitefield,3 BHK,Pae 1ov,1500,2.0,1.0,74.49446977827341
Built-up  Area,Ready To Move,Kumaraswami Layout,3 Bedroom,,1000,3.0,1.0,82.17108148436351
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMwerCo,1717,3.0,3.0,67.00873227464439
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1056,2.0,2.0,54.206940698076494
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.08307538779029
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Maoma P,1200,2.0,2.0,52.71552115769024
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Suise S,1130,2.0,1.0,43.872209720087625
Super built-up  Area,Ready To Move,New Thippasandra,3 BHK,,1575,2.0,2.0,80.2693529203974
Super built-up  Area,19-Jun,Yelahanka,3 BHK,Vaaram ,1892 - 2798,3.0,0.0,94.55087783731508
Super built-up  Area,Ready To Move,Mico Layout,3 BHK,Amsomun,1685,3.0,2.0,47.25374691242339
Super built-up  Area,Ready To Move,Kanaka Nagar,2 BHK,,1000,2.0,3.0,36.28291151572021
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,,1100,2.0,2.0,55.98558415416831
Plot  Area,Ready To Move,Bellandur,3 Bedroom,Vaodssh,2400,3.0,2.0,172.7597594566519
Super built-up  Area,18-Dec,Sarjapur  Road,2 BHK,PualeSk,1346,2.0,1.0,70.30393723096866
Super built-up  Area,19-Dec,Whitefield,1 BHK,Oreldhi,524 - 894,1.0,0.0,29.91417011288619
Super built-up  Area,Ready To Move,Benson Town,4 BHK,DFityin,2938,6.0,2.0,275.36706783036345
Super built-up  Area,21-May,Dairy Circle,3 BHK,Soeurri,1908,3.0,2.0,220.63070758207928
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1832,3.0,1.0,117.52195285083963
Built-up  Area,Ready To Move,Banashankari Stage VI,4 BHK,,3150,4.0,0.0,194.55498325939976
Super built-up  Area,Ready To Move,"JP nagar 9th phase , ",3 BHK,,1846,3.0,2.0,112.41977373690538
Built-up  Area,Ready To Move,Hormavu,5 Bedroom,,2000,4.0,2.0,122.08190926961281
Super built-up  Area,18-Mar,BTM Layout,2 BHK,Sudeslv,920,2.0,1.0,40.91422255697825
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Jae 1ke,700,2.0,2.0,56.604428583329295
Super built-up  Area,Ready To Move,Hoodi Layout,3 BHK,SVstos ,1610,3.0,2.0,74.41115749344097
Plot  Area,18-Mar,Lingarajapuram,4 Bedroom,,1200,3.0,1.0,175.8840503197715
Plot  Area,Ready To Move,Whitefield,5 Bedroom,Ske 2ad,3927,5.0,3.0,473.10192586930947
Super built-up  Area,18-Apr,Jalahalli,3 BHK,DSata S,1222,2.0,2.0,86.94011318759603
Super built-up  Area,Ready To Move,Gottigere,2 BHK,DSghtra,900,2.0,1.0,36.92359008784945
Super built-up  Area,22-May,Jakkur,3 BHK,SoineC ,1819.18,3.0,2.0,133.01406460051672
Built-up  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,,1200,2.0,1.0,66.3444510497719
Plot  Area,Ready To Move,Vidyaranyapura,2 Bedroom,,1080,2.0,0.0,67.10860557326109
Super built-up  Area,Ready To Move,Kogilu,2 BHK,,1170,2.0,2.0,68.25250562323426
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,DSesthr,1530,2.0,2.0,81.15129780379436
Plot  Area,Ready To Move,Vivek Nagar,4 Bedroom,,2025,3.0,0.0,128.0338346129274
Super built-up  Area,Ready To Move,Electronic City,3 BHK,BrnoxEq,1700,3.0,2.0,84.28656425141403
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Ariew J,900,2.0,2.0,91.20695621410717
Super built-up  Area,Ready To Move,Bannerghatta,2 BHK,,650,1.0,2.0,51.81437965996808
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1207,2.0,2.0,42.88468838442386
Super built-up  Area,18-May,Banashankari Stage III,3 BHK,Pridsi ,1305,2.0,1.0,61.596631911643264
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Saciatt,2425,3.0,2.0,140.33906851862866
Super built-up  Area,19-Dec,Hoodi,3 BHK,Caycend,1724,3.0,2.0,125.44327661218276
Plot  Area,Ready To Move,Abbigere,4 Bedroom,,1200,4.0,,138.7399283287845
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar,1 BHK,Prllsan,648,1.0,0.0,28.462379782306268
Super built-up  Area,18-Oct,Kathriguppe,2 BHK,,1115,2.0,2.0,73.73673863941517
Plot  Area,Ready To Move,Mahalakshmi Layout,4 Bedroom,,3750,4.0,2.0,386.07126575602996
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Valdsic,2600,3.0,,165.44710256649518
Built-up  Area,Ready To Move,"Sarjapur Road, ",3 BHK,,1561,3.0,2.0,92.23778869246476
Built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,PSterAs,1050,2.0,0.0,45.572907089776244
Plot  Area,Ready To Move,R.T. Nagar,7 Bedroom,,2400,8.0,,300.83696183813487
Super built-up  Area,18-Sep,HBR Layout,1 BHK,SLvasNi,534 - 763,1.0,0.0,24.60863108782475
Super built-up  Area,Ready To Move,Doddabommasandra,2 BHK,MaaveEn,1150,2.0,2.0,47.562351584094934
Super built-up  Area,Ready To Move,Chikkasanne,3 BHK,Hieryni,1550,3.0,1.0,88.67815800271308
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,Patri M,937,2.0,1.0,27.978554145517514
Plot  Area,Ready To Move,Malleshwaram,4 Bedroom,,2340,3.0,2.0,164.41589720953775
Plot  Area,Ready To Move,Electronic City,2 Bedroom,,2100,2.0,2.0,137.69087415906037
Built-up  Area,Ready To Move,Herohalli,1 Bedroom,,600,1.0,0.0,23.509714190875926
Built-up  Area,Ready To Move,Harlur,5 Bedroom,Shodsir,3600,5.0,3.0,156.74963493319956
Super built-up  Area,Ready To Move,Ashwathnagar,3 BHK,Puinaia,1935,2.0,1.0,147.1275995110326
Super built-up  Area,18-May,Haralur Road,4 BHK,SNnia E,3210,6.0,,216.57135302656462
Super built-up  Area,18-Mar,Electronic City,2 BHK,Prarkun,1108,2.0,1.0,50.73262071526493
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Kaamai ,985,1.0,2.0,81.21283832340242
Super built-up  Area,Ready To Move,Gottigere,3 BHK,KSicaxo,1500,3.0,2.0,60.17220658890643
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1185,2.0,2.0,41.46119879016175
Super built-up  Area,20-Dec,Varthur,3 BHK,Myple M,1545,3.0,2.0,71.40172682021696
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1490,2.0,2.0,61.10594472830263
Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,Skacak ,1268,2.0,1.0,54.84659310227024
Plot  Area,Ready To Move,Vijaya Bank Layout,5 Bedroom,,2400,5.0,1.0,363.0574439772079
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1410,2.0,2.0,77.06253691933416
Super built-up  Area,18-Aug,1st Phase JP Nagar,2 BHK,,1080,2.0,2.0,102.86011302929248
Super built-up  Area,Ready To Move,Chokkanahalli,3 BHK,DSineSu,1350,2.0,2.0,76.38830971045944
Built-up  Area,Ready To Move,Bellandur,2 BHK,Kritel ,1300,2.0,1.0,63.464060557326235
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Cooutid,1800,2.0,3.0,80.12269076593124
Super built-up  Area,18-Feb,Uttarahalli,2 BHK,DSera S,1068,2.0,1.0,43.382222991773304
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1170,2.0,2.0,53.63714273943343
Built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,OmentCl,1200,2.0,3.0,55.78815621630457
Plot  Area,Ready To Move,Thyagaraja Nagar,4 Bedroom,,800,3.0,2.0,76.4447507602536
Super built-up  Area,Ready To Move,Arekere,3 BHK,,1809,2.0,3.0,103.43524468990667
Super built-up  Area,18-Apr,Electronic City,3 BHK,Prarkun,1615,3.0,2.0,92.41749969463726
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1662,3.0,2.0,81.51080712857225
Super built-up  Area,18-Jun,Kogilu,3 BHK,Leora E,2215,5.0,1.0,206.95202486043473
Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,,1999,3.0,2.0,104.21801989526739
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,,1150,2.0,,42.38913638072196
Plot  Area,19-Dec,Kasavanhalli,4 Bedroom,,4395,4.0,2.0,382.2096319331499
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,,1611,2.0,2.0,50.03817318697117
Built-up  Area,Ready To Move,Samethanahalli,2 BHK,SPontna,1160,2.0,2.0,77.4226041885045
Super built-up  Area,18-Apr,Attibele,2 BHK,,1150,2.0,2.0,26.341743168665694
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1260,2.0,1.0,61.596631911643264
Super built-up  Area,Ready To Move,Whitefield,3 BHK,TZllaes,2750,3.0,3.0,100.93944345557196
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2 BHK,,1196,2.0,1.0,32.13919494178896
Super built-up  Area,22-May,Jakkur,3 BHK,SoineC ,1819.18,3.0,2.0,133.01406460051672
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2555,3.0,2.0,152.91881183634808
Super built-up  Area,Ready To Move,Channasandra Layout,3 BHK,Aconyit,1535,2.0,2.0,82.78137273451709
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Vangsld,1299,2.0,1.0,75.09854910179843
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Keers S,1257,2.0,1.0,68.24711730048467
Super built-up  Area,21-Dec,Whitefield,3 BHK,SudenEd,1498 - 1523,3.0,0.0,90.46563706060121
Super built-up  Area,19-Dec,"J.P.Nagar 6th Phase , sarakki nagar",3 BHK,,1750,3.0,2.0,147.54592528104305
Super built-up  Area,21-Dec,Thanisandra,2 BHK,Bhe 2ko,1183,2.0,1.0,55.57912368978711
Super built-up  Area,18-Mar,Raja Rajashware nagar,3 BHK,,1400,2.0,1.0,57.54603504664365
Super built-up  Area,Ready To Move,Malleshpalya,3 BHK,,1950,3.0,3.0,92.42394353505543
