area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Uttarahalli,1 BHK,,793,1.0,1.0,38.23963408225641
Built-up  Area,Ready To Move,Brookefield,2 BHK,Bhiya N,1100,2.0,1.0,60.03781420978466
Super built-up  Area,Ready To Move,Brookefield,2 BHK,,1050,2.0,3.0,66.73340923668613
Super built-up  Area,Ready To Move,Sunkadakatte,7 BHK,,40,7.0,1.0,113.50637871453635
Built-up  Area,Ready To Move,Basavanapura,2 BHK,,1220,2.0,2.0,58.66758340943436
Super built-up  Area,17-Jun,Electronic City,1 BHK,Prarkun,630,1.0,1.0,36.66798838626804
Super built-up  Area,18-Dec,Raja rajeswarinagar 5th Stage,3 BHK,,1444,3.0,2.0,66.49915674584027
Super built-up  Area,Ready To Move,Harlur,3 BHK,SrEndPo,1710,3.0,2.0,120.1815960451143
Plot  Area,Ready To Move,Seegehalli,4 Bedroom,,800,3.0,1.0,87.70154834532286
Super built-up  Area,18-Dec,Hosur Road,3 BHK,PuendWe,1745,3.0,1.0,105.5577735495416
Built-up  Area,Ready To Move,Kammasandra,2 BHK,Prarkhi,870,2.0,0.0,39.4735258587542
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1250,2.0,3.0,53.1416774969247
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1393,3.0,2.0,65.68879267064294
Super built-up  Area,Ready To Move,RMV Extension,2 BHK,S alsPe,1000,2.0,2.0,49.15564506707791
Built-up  Area,Ready To Move,"Sarjapur Road, ",2 BHK,,1371,2.0,1.0,71.86663303117962
Super built-up  Area,19-Dec,Whitefield,3 BHK,Goted U,2140,3.0,2.0,113.36846093493544
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1450,3.0,3.0,57.29066201327745
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,,1580,3.0,1.0,57.39979258433465
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Saaveri,1368,2.0,1.0,58.10790667403097
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.01677143795702
Super built-up  Area,18-Dec,Rachenahalli,2 BHK,Shileve,1171,2.0,2.0,50.06415476746794
Plot  Area,Ready To Move,Jigani,3 Bedroom,,1200,2.0,1.0,86.84372499522459
Plot  Area,Ready To Move,SIPCOT 1,2 Bedroom,,1500,2.0,0.0,94.99385707947869
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1564,3.0,1.0,93.43715502578813
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1345,2.0,1.0,53.947262840687365
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,3 BHK,,1512,2.0,2.0,77.38593084435233
Super built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Assha A,775,2.0,2.0,35.323483043407194
Plot  Area,18-Apr,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.07120117162809
Super built-up  Area,18-Apr,Electronic City,2 BHK,,1090,2.0,1.0,54.19092402101101
Super built-up  Area,Ready To Move,Sugama Layout,2 BHK,,800,2.0,1.0,44.91279184930491
Plot  Area,Ready To Move,Ejipura,8 Bedroom,,969,5.0,3.0,159.65191122191297
Super built-up  Area,18-Mar,Kothanur,2 BHK,,1095,2.0,2.0,54.27613730030332
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Daives ,1483,2.0,3.0,68.3208300277447
Super built-up  Area,21-Mar,Yelahanka,2 BHK,Goues A,1252,2.0,2.0,60.67847458895956
Plot  Area,Ready To Move,Palanahalli,4 Bedroom,RMaanSa,3375,2.0,1.0,314.5494100483727
Plot  Area,Ready To Move,Kasturi Nagar,6 Bedroom,,2400,6.0,3.0,208.47366366893007
Built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3650,4.0,0.0,223.82170567505878
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,Vayali ,900,2.0,1.0,38.0213435993937
Plot  Area,Ready To Move,ITPL,4 Bedroom,,2440,5.0,2.0,304.4440019713943
Super built-up  Area,17-Jul,Channasandra,2 BHK,,1010,2.0,2.0,39.37742726710242
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,Grure S,1680,3.0,3.0,59.04326541359266
Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,,2400,3.0,0.0,286.2937746434442
Super built-up  Area,Ready To Move,BSK STAGE 2,3 BHK,,1990,2.0,1.0,161.7251060426298
Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,3 BHK,NSnexav,1523,3.0,2.0,77.4428937494215
Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,Pride S,2439,4.0,3.0,137.05724929068563
Plot  Area,Ready To Move,EPIP Zone,3 Bedroom,,4930,4.0,1.0,442.49137844644946
Plot  Area,Ready To Move,ITI Employees Layout,5 Bedroom,,1200,5.0,3.0,130.01567604516484
Super built-up  Area,18-Aug,Whitefield,2 BHK,SSdhimr,1195,2.0,2.0,50.86034911963616
Super built-up  Area,Ready To Move,B Narayanapura,2 BHK,Neisear,1050,2.0,2.0,56.386300734883264
Built-up  Area,Ready To Move,Electronic City,2 BHK,,550,1.0,1.0,21.254525509073268
Built-up  Area,Ready To Move,Devanahalli,1 BHK,Cerdsga,540,1.0,1.0,24.472121206502592
Plot  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,,1200,4.0,3.0,209.7954365067351
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1294,2.0,1.0,96.20105436215317
Built-up  Area,Ready To Move,Chandapura,3 BHK,Riiew L,1345,3.0,2.0,58.96871794173692
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1100,2.0,1.0,45.18227362212184
Plot  Area,Ready To Move,Hoodi,3 Bedroom,,1500,3.0,3.0,116.97342346105654
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Paune F,1560,3.0,2.0,78.21213908537877
Plot  Area,Ready To Move,Bannerghatta Road,5 Bedroom,,780,6.0,3.0,126.37693650850389
Built-up  Area,Ready To Move,Thanisandra,3 BHK,,1565,2.0,2.0,100.45236810445296
Super built-up  Area,15-Oct,Thippasandra main,3 BHK,,1790,3.0,,127.91412834357021
Plot  Area,Immediate Possession,Chikkaballapur,,PrandHo,1200 - 2000,,,75.88140060099744
Super built-up  Area,19-Sep,Kanakpura Road,3 BHK,Soazak ,1594.98,3.0,1.0,110.1685435177512
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,RAncyeg,1055,2.0,1.0,45.440692168330855
Super built-up  Area,18-Dec,Electronics City Phase 1,2 BHK,,1060,2.0,1.0,46.87812025906645
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,32.390036463330866
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3.0,3.0,211.13562389601148
Plot  Area,Ready To Move,Muthyala Nagar,4 Bedroom,,1350,4.0,2.0,139.54157301425215
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2280,4.0,2.0,125.15252807701384
Carpet  Area,Ready To Move,Pulkeshi Nagar,2 BHK,ElaleSp,1250,2.0,3.0,68.2343214788751
Built-up  Area,Ready To Move,Hegde Nagar,2 BHK,Dhniaad,1016,2.0,1.0,43.746085584744165
Plot  Area,Ready To Move,Jinkethimmanahalli,5 Bedroom,,1230,5.0,1.0,161.1914150778454
Built-up  Area,Ready To Move,TPV Layout,3 BHK,Crior E,1480,3.0,0.0,93.50643721002031
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,736,1.0,0.0,67.40193568296455
Plot  Area,Ready To Move,Esther Enclave Layout,1 Bedroom,,1200,1.0,1.0,42.720248709643066
Plot  Area,17-Jan,Whitefield,4 Bedroom,Ieuseut,1400,4.0,2.0,146.00609207891006
Built-up  Area,Ready To Move,Whitefield,3 BHK,Pae 1ov,1500,2.0,1.0,70.38059184364802
Built-up  Area,Ready To Move,Kumaraswami Layout,3 Bedroom,,1000,3.0,1.0,77.60166239925165
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMwerCo,1717,3.0,3.0,69.32773762502629
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1056,2.0,2.0,52.9192684852005
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.07120117162809
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Maoma P,1200,2.0,2.0,50.68212642813405
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Suise S,1130,2.0,1.0,44.17017777436159
Super built-up  Area,Ready To Move,New Thippasandra,3 BHK,,1575,2.0,2.0,83.0675306363774
Super built-up  Area,19-Jun,Yelahanka,3 BHK,Vaaram ,1892 - 2798,3.0,0.0,95.97804434124383
Super built-up  Area,Ready To Move,Mico Layout,3 BHK,Amsomun,1685,3.0,2.0,46.14376912879122
Super built-up  Area,Ready To Move,Kanaka Nagar,2 BHK,,1000,2.0,3.0,37.05056008779769
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,,1100,2.0,2.0,57.193741479377444
Plot  Area,Ready To Move,Bellandur,3 Bedroom,Vaodssh,2400,3.0,2.0,176.4126042956253
Super built-up  Area,18-Dec,Sarjapur  Road,2 BHK,PualeSk,1346,2.0,1.0,70.82468272564753
Super built-up  Area,19-Dec,Whitefield,1 BHK,Oreldhi,524 - 894,1.0,0.0,30.97970126858656
Super built-up  Area,Ready To Move,Benson Town,4 BHK,DFityin,2938,6.0,2.0,271.59197525670976
Super built-up  Area,21-May,Dairy Circle,3 BHK,Soeurri,1908,3.0,2.0,210.92634331013298
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1832,3.0,1.0,117.59012754412696
Built-up  Area,Ready To Move,Banashankari Stage VI,4 BHK,,3150,4.0,0.0,176.94114690804753
Super built-up  Area,Ready To Move,"JP nagar 9th phase , ",3 BHK,,1846,3.0,2.0,108.90687622905577
Built-up  Area,Ready To Move,Hormavu,5 Bedroom,,2000,4.0,2.0,113.89012596542112
Super built-up  Area,18-Mar,BTM Layout,2 BHK,Sudeslv,920,2.0,1.0,40.99740812160569
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Jae 1ke,700,2.0,2.0,57.735006983902046
Super built-up  Area,Ready To Move,Hoodi Layout,3 BHK,SVstos ,1610,3.0,2.0,73.82312807230956
Plot  Area,18-Mar,Lingarajapuram,4 Bedroom,,1200,3.0,1.0,161.09585029591958
Plot  Area,Ready To Move,Whitefield,5 Bedroom,Ske 2ad,3927,5.0,3.0,431.92719008738106
Super built-up  Area,18-Apr,Jalahalli,3 BHK,DSata S,1222,2.0,2.0,90.82326395045
Super built-up  Area,Ready To Move,Gottigere,2 BHK,DSghtra,900,2.0,1.0,39.254861041289345
Super built-up  Area,22-May,Jakkur,3 BHK,SoineC ,1819.18,3.0,2.0,132.72447046065915
Built-up  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,,1200,2.0,1.0,76.25086788451968
Plot  Area,Ready To Move,Vidyaranyapura,2 Bedroom,,1080,2.0,0.0,62.34519599556734
Super built-up  Area,Ready To Move,Kogilu,2 BHK,,1170,2.0,2.0,65.65451188467341
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,DSesthr,1530,2.0,2.0,82.09643046528635
Plot  Area,Ready To Move,Vivek Nagar,4 Bedroom,,2025,3.0,0.0,163.3257650694417
Super built-up  Area,Ready To Move,Electronic City,3 BHK,BrnoxEq,1700,3.0,2.0,86.24786664788819
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Ariew J,900,2.0,2.0,100.45301217250493
Super built-up  Area,Ready To Move,Bannerghatta,2 BHK,,650,1.0,2.0,54.094748732233
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1207,2.0,2.0,42.52680974556132
Super built-up  Area,18-May,Banashankari Stage III,3 BHK,Pridsi ,1305,2.0,1.0,59.7910191996259
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Saciatt,2425,3.0,2.0,135.5434600975842
Super built-up  Area,19-Dec,Hoodi,3 BHK,Caycend,1724,3.0,2.0,128.1938032661268
Plot  Area,Ready To Move,Abbigere,4 Bedroom,,1200,4.0,,145.11946261261514
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar,1 BHK,Prllsan,648,1.0,0.0,26.57491730652608
Super built-up  Area,18-Oct,Kathriguppe,2 BHK,,1115,2.0,2.0,73.11474579847238
Plot  Area,Ready To Move,Mahalakshmi Layout,4 Bedroom,,3750,4.0,2.0,348.91972413558284
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Valdsic,2600,3.0,,166.09001839171384
Built-up  Area,Ready To Move,"Sarjapur Road, ",3 BHK,,1561,3.0,2.0,91.91476658418496
Built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,PSterAs,1050,2.0,0.0,45.49062842535266
Plot  Area,Ready To Move,R.T. Nagar,7 Bedroom,,2400,8.0,,291.2855644726752
Super built-up  Area,18-Sep,HBR Layout,1 BHK,SLvasNi,534 - 763,1.0,0.0,25.317218267656102
Super built-up  Area,Ready To Move,Doddabommasandra,2 BHK,MaaveEn,1150,2.0,2.0,47.18774278894665
Super built-up  Area,Ready To Move,Chikkasanne,3 BHK,Hieryni,1550,3.0,1.0,86.40062859819116
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,Patri M,937,2.0,1.0,31.22966047492355
Plot  Area,Ready To Move,Malleshwaram,4 Bedroom,,2340,3.0,2.0,192.78883066006716
Plot  Area,Ready To Move,Electronic City,2 Bedroom,,2100,2.0,2.0,123.7314274856412
Built-up  Area,Ready To Move,Herohalli,1 Bedroom,,600,1.0,0.0,21.84937848531589
Built-up  Area,Ready To Move,Harlur,5 Bedroom,Shodsir,3600,5.0,3.0,155.01492532769905
Super built-up  Area,Ready To Move,Ashwathnagar,3 BHK,Puinaia,1935,2.0,1.0,161.7251060426298
Super built-up  Area,18-May,Haralur Road,4 BHK,SNnia E,3210,6.0,,215.9850119436076
Super built-up  Area,18-Mar,Electronic City,2 BHK,Prarkun,1108,2.0,1.0,49.04246297527847
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Kaamai ,985,1.0,2.0,74.43103249085513
Super built-up  Area,Ready To Move,Gottigere,3 BHK,KSicaxo,1500,3.0,2.0,58.603357176863156
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1185,2.0,2.0,41.32835867021106
Super built-up  Area,20-Dec,Varthur,3 BHK,Myple M,1545,3.0,2.0,81.19739056595105
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1490,2.0,2.0,61.31021174552632
Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,Skacak ,1268,2.0,1.0,54.20847484535513
Plot  Area,Ready To Move,Vijaya Bank Layout,5 Bedroom,,2400,5.0,1.0,374.3674209998341
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1410,2.0,2.0,74.35998942037907
Super built-up  Area,18-Aug,1st Phase JP Nagar,2 BHK,,1080,2.0,2.0,113.9277828905928
Super built-up  Area,Ready To Move,Chokkanahalli,3 BHK,DSineSu,1350,2.0,2.0,76.18843776396935
Built-up  Area,Ready To Move,Bellandur,2 BHK,Kritel ,1300,2.0,1.0,60.98695311752278
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Cooutid,1800,2.0,3.0,81.46521249044667
Super built-up  Area,18-Feb,Uttarahalli,2 BHK,DSera S,1068,2.0,1.0,43.1820750376709
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1170,2.0,2.0,54.26278634869758
Built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,OmentCl,1200,2.0,3.0,57.86247184821956
Plot  Area,Ready To Move,Thyagaraja Nagar,4 Bedroom,,800,3.0,2.0,77.21499134030063
Super built-up  Area,Ready To Move,Arekere,3 BHK,,1809,2.0,3.0,104.75086096958329
Super built-up  Area,18-Apr,Electronic City,3 BHK,Prarkun,1615,3.0,2.0,92.06824980355016
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1662,3.0,2.0,80.23752358460537
Super built-up  Area,18-Jun,Kogilu,3 BHK,Leora E,2215,5.0,1.0,202.868942818293
Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,,1999,3.0,2.0,93.87651051965761
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,,1150,2.0,,43.41809290558628
Plot  Area,19-Dec,Kasavanhalli,4 Bedroom,,4395,4.0,2.0,373.45976205658724
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,,1611,2.0,2.0,48.983872773461144
Built-up  Area,Ready To Move,Samethanahalli,2 BHK,SPontna,1160,2.0,2.0,70.483282660138
Super built-up  Area,18-Apr,Attibele,2 BHK,,1150,2.0,2.0,26.145907416573998
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1260,2.0,1.0,59.7910191996259
Super built-up  Area,Ready To Move,Whitefield,3 BHK,TZllaes,2750,3.0,3.0,103.46648652189872
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2 BHK,,1196,2.0,1.0,31.578812456007007
Super built-up  Area,22-May,Jakkur,3 BHK,SoineC ,1819.18,3.0,2.0,132.72447046065915
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2555,3.0,2.0,145.89616436995595
Super built-up  Area,Ready To Move,Channasandra Layout,3 BHK,Aconyit,1535,2.0,2.0,77.54568743110423
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Vangsld,1299,2.0,1.0,77.18968094225735
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Keers S,1257,2.0,1.0,70.93151555420611
Super built-up  Area,21-Dec,Whitefield,3 BHK,SudenEd,1498 - 1523,3.0,0.0,85.43353248164269
Super built-up  Area,19-Dec,"J.P.Nagar 6th Phase , sarakki nagar",3 BHK,,1750,3.0,2.0,139.3812834073811
Super built-up  Area,21-Dec,Thanisandra,2 BHK,Bhe 2ko,1183,2.0,1.0,55.277319065994014
Super built-up  Area,18-Mar,Raja Rajashware nagar,3 BHK,,1400,2.0,1.0,58.55698378112185
Super built-up  Area,Ready To Move,Malleshpalya,3 BHK,,1950,3.0,3.0,99.97759130732574
