area_type,availability,location,size,society,total_sqft,bath,balcony,price
Plot  Area,Ready To Move,Whitefield,5 Bedroom,,6369,4.0,,437.7399153476146
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Niborik,1085,2.0,1.0,46.141086859609075
Plot  Area,Ready To Move,4th Block Koramangala,2 Bedroom,,1200,2.0,1.0,59.22432317128963
Super built-up  Area,19-Dec,Hoodi,2 BHK,Caycend,1289,2.0,2.0,75.65841204550729
Plot  Area,Ready To Move,Horamavu Agara,5 Bedroom,,1200,4.0,1.0,91.02039067056909
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,,2300,3.0,3.0,109.15074679311608
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691 - 2170,3.0,0.0,95.14184468949624
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,NiarkHy,1021,2.0,2.0,47.859321464831574
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,Asareur,1750,3.0,3.0,205.87479627160863
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,2.0,81.09521407182095
Super built-up  Area,Ready To Move,KR Puram,2 BHK,,1060,2.0,1.0,46.08644480337058
Super built-up  Area,Ready To Move,"C P Cassia Apartment,",2 BHK,,1029,1.0,2.0,84.47484923026514
Built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,,850,2.0,3.0,41.26545141201034
Built-up  Area,19-Oct,Whitefield,4 Bedroom,,3565,4.0,1.0,284.6062586336926
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2134,4.0,2.0,122.10338409985971
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1703,3.0,3.0,96.8499349028211
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Srshq T,1190,2.0,1.0,64.76325463641267
Plot  Area,17-Dec,Hennur Road,3 Bedroom,,700,3.0,1.0,64.11067649336468
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Prldsri,929,2.0,2.0,59.03122561556495
Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,955,2.0,1.0,36.96361686258013
Plot  Area,Ready To Move,Koramangala,5 Bedroom,,2400,4.0,2.0,278.9597976926964
Plot  Area,19-Dec,Tumkur Road,4 Bedroom,,1200,4.0,2.0,135.11468215140923
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1843,3.0,2.0,89.4526981823899
Super built-up  Area,22-Jun,Hoodi,2 BHK,GoAirej,1250,2.0,2.0,75.65841204550729
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1893,4.0,3.0,98.2189694189956
Super built-up  Area,Ready To Move,Begur Road,2 BHK,,1240,2.0,2.0,43.57131697395888
Super built-up  Area,Ready To Move,Anandapura,2 BHK,,1151,2.0,1.0,44.695726628594535
Super built-up  Area,Ready To Move,Horamavu Banaswadi,3 BHK,,1560,3.0,2.0,53.63548309645568
Plot  Area,Ready To Move,Anjanapura,5 Bedroom,,600,3.0,2.0,80.5078916894998
Built-up  Area,Ready To Move,Begur Road,2 BHK,,1050,2.0,2.0,50.78747199602719
Super built-up  Area,19-Dec,Hoodi,2 BHK,Caycend,1063,2.0,2.0,58.941174729552756
Super built-up  Area,Ready To Move,Binny Pete,3 BHK,Shestlo,2465,5.0,2.0,248.39106358921842
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,900,2.0,0.0,55.00000000000002
Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2.0,1.0,56.73647027659384
Built-up  Area,Ready To Move,Jalahalli,3 BHK,Tahtsla,2091,3.0,2.0,94.25522217125986
Super built-up  Area,19-Dec,Kanakapura,3 BHK,GoityEt,1477,2.0,1.0,72.32780121475494
Super built-up  Area,Ready To Move,Varthur,3 BHK,,2145,3.0,2.0,169.9634385682945
Super built-up  Area,18-Feb,Kadugodi,2 BHK,Alestrb,1314,2.0,3.0,72.20656992973659
Super built-up  Area,Ready To Move,Cox Town,4 BHK,DantsAp,1860,4.0,3.0,123.01594579479298
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,Maidsr ,1095,2.0,2.0,50.76215615156496
Super built-up  Area,18-Aug,Old Madras Road,2 BHK,SheldGr,1225,2.0,1.0,70.30318178886583
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,,1400,3.0,2.0,50.190638466061024
Plot  Area,Ready To Move,Malleshwaram,4 Bedroom,,2400,3.0,2.0,304.0437858306466
Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,ColeyNa,1200,3.0,1.0,128.89071342764356
Built-up  Area,Ready To Move,Garudachar Palya,2 BHK,UnlisAc,1050,2.0,1.0,56.881546469299685
Plot  Area,Ready To Move,Naganathapura,2 Bedroom,,1200,2.0,0.0,58.21154799404155
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,53.37658822080899
Super built-up  Area,18-Jun,Bommasandra,3 BHK,SSestth,1295,2.0,1.0,49.748406373540014
Plot  Area,18-Mar,Gattahalli,3 Bedroom,Miiewa ,2000,2.0,2.0,205.3000934817118
Super built-up  Area,20-Dec,Whitefield,3 BHK,Somns T,1386,3.0,2.0,61.19749234018516
Super built-up  Area,Ready To Move,Vittal Mallya Road,1 BHK,Gantspa,950,1.0,0.0,48.07989536126713
Super built-up  Area,18-Aug,Dasanapura,3 BHK,Tavenew,843,2.0,1.0,50.731456639188174
Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,Pride S,2439,4.0,3.0,160.50653922324443
Built-up  Area,Ready To Move,Gottigere,2 BHK,,1280,2.0,1.0,42.04307294888261
Super built-up  Area,Ready To Move,Shingapura,2 BHK,,1010,2.0,1.0,44.891464299582175
Super built-up  Area,Ready To Move,Uttarahalli,1 BHK,,793,1.0,1.0,37.86700206718531
Built-up  Area,Ready To Move,Brookefield,2 BHK,Bhiya N,1100,2.0,1.0,65.53011163391012
Super built-up  Area,Ready To Move,Brookefield,2 BHK,,1050,2.0,3.0,65.83448123458535
Super built-up  Area,Ready To Move,Sunkadakatte,7 BHK,,40,7.0,1.0,147.95635855847993
Built-up  Area,Ready To Move,Basavanapura,2 BHK,,1220,2.0,2.0,53.852181270867995
Super built-up  Area,17-Jun,Electronic City,1 BHK,Prarkun,630,1.0,1.0,41.45503142734775
Super built-up  Area,18-Dec,Raja rajeswarinagar 5th Stage,3 BHK,,1444,3.0,2.0,67.85078329409131
Super built-up  Area,Ready To Move,Harlur,3 BHK,SrEndPo,1710,3.0,2.0,113.22284097057525
Plot  Area,Ready To Move,Seegehalli,4 Bedroom,,800,3.0,1.0,72.6059590444729
Super built-up  Area,18-Dec,Hosur Road,3 BHK,PuendWe,1745,3.0,1.0,106.0688093424673
Built-up  Area,Ready To Move,Kammasandra,2 BHK,Prarkhi,870,2.0,0.0,39.29242222108218
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1250,2.0,3.0,52.270198618547965
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1393,3.0,2.0,56.00000000000001
Super built-up  Area,Ready To Move,RMV Extension,2 BHK,S alsPe,1000,2.0,2.0,43.613594670196015
Built-up  Area,Ready To Move,"Sarjapur Road, ",2 BHK,,1371,2.0,1.0,75.6034148215875
Super built-up  Area,19-Dec,Whitefield,3 BHK,Goted U,2140,3.0,2.0,121.11291208683275
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1450,3.0,3.0,57.50702705820179
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,,1580,3.0,1.0,70.4019652230261
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Saaveri,1368,2.0,1.0,58.5016357633465
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.02477942993315
Super built-up  Area,18-Dec,Rachenahalli,2 BHK,Shileve,1171,2.0,2.0,47.738254619040255
Plot  Area,Ready To Move,Jigani,3 Bedroom,,1200,2.0,1.0,79.82792397768948
Plot  Area,Ready To Move,SIPCOT 1,2 Bedroom,,1500,2.0,0.0,117.31579747762085
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1564,3.0,1.0,101.17429323805376
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1345,2.0,1.0,56.999999999999986
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,3 BHK,,1512,2.0,2.0,89.79970387450912
Super built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Assha A,775,2.0,2.0,31.847080854582153
Plot  Area,18-Apr,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.12465170161728
Super built-up  Area,18-Apr,Electronic City,2 BHK,,1090,2.0,1.0,51.350368770714134
Super built-up  Area,Ready To Move,Sugama Layout,2 BHK,,800,2.0,1.0,39.284696107114996
Plot  Area,Ready To Move,Ejipura,8 Bedroom,,969,5.0,3.0,150.29588153770854
Super built-up  Area,18-Mar,Kothanur,2 BHK,,1095,2.0,2.0,53.743751934905866
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Daives ,1483,2.0,3.0,48.19446987080743
Super built-up  Area,21-Mar,Yelahanka,2 BHK,Goues A,1252,2.0,2.0,62.4362637962768
Plot  Area,Ready To Move,Palanahalli,4 Bedroom,RMaanSa,3375,2.0,1.0,336.2926357809079
Plot  Area,Ready To Move,Kasturi Nagar,6 Bedroom,,2400,6.0,3.0,279.1530726122256
Built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3650,4.0,0.0,236.42805899318336
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,Vayali ,900,2.0,1.0,36.269565575774905
Plot  Area,Ready To Move,ITPL,4 Bedroom,,2440,5.0,2.0,299.7758530675861
Super built-up  Area,17-Jul,Channasandra,2 BHK,,1010,2.0,2.0,39.58294481247627
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,Grure S,1680,3.0,3.0,55.49067192055798
Plot  Area,Ready To Move,Giri Nagar,3 Bedroom,,2400,3.0,0.0,309.7304164569817
Super built-up  Area,Ready To Move,BSK STAGE 2,3 BHK,,1990,2.0,1.0,183.9307316824719
Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,3 BHK,NSnexav,1523,3.0,2.0,79.0185716570032
Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,Pride S,2439,4.0,3.0,160.50653922324443
Plot  Area,Ready To Move,EPIP Zone,3 Bedroom,,4930,4.0,1.0,457.10813842214503
Plot  Area,Ready To Move,ITI Employees Layout,5 Bedroom,,1200,5.0,3.0,114.67997249821201
Super built-up  Area,18-Aug,Whitefield,2 BHK,SSdhimr,1195,2.0,2.0,55.62197483817261
Super built-up  Area,Ready To Move,B Narayanapura,2 BHK,Neisear,1050,2.0,2.0,51.88039921717044
Built-up  Area,Ready To Move,Electronic City,2 BHK,,550,1.0,1.0,23.533995552931305
Built-up  Area,Ready To Move,Devanahalli,1 BHK,Cerdsga,540,1.0,1.0,31.213581464500265
Plot  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,,1200,4.0,3.0,189.6532997126626
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1294,2.0,1.0,98.30902319954309
Built-up  Area,Ready To Move,Chandapura,3 BHK,Riiew L,1345,3.0,2.0,54.12956668311014
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1100,2.0,1.0,47.281105554135834
Plot  Area,Ready To Move,Hoodi,3 Bedroom,,1500,3.0,3.0,122.36560921177086
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Paune F,1560,3.0,2.0,78.57066855020355
Plot  Area,Ready To Move,Bannerghatta Road,5 Bedroom,,780,6.0,3.0,140.94392824974696
Built-up  Area,Ready To Move,Thanisandra,3 BHK,,1565,2.0,2.0,126.23181798455563
Super built-up  Area,15-Oct,Thippasandra main,3 BHK,,1790,3.0,,124.2569848990393
Plot  Area,Immediate Possession,Chikkaballapur,,PrandHo,1200 - 2000,,,59.39505597563358
Super built-up  Area,19-Sep,Kanakpura Road,3 BHK,Soazak ,1594.98,3.0,1.0,118.22415576971156
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,RAncyeg,1055,2.0,1.0,40.374195454601924
Super built-up  Area,18-Dec,Electronics City Phase 1,2 BHK,,1060,2.0,1.0,37.80815186960655
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,33.83708765271603
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3.0,3.0,229.30154143301988
Plot  Area,Ready To Move,Muthyala Nagar,4 Bedroom,,1350,4.0,2.0,132.15035509690486
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2280,4.0,2.0,120.91153629876764
Carpet  Area,Ready To Move,Pulkeshi Nagar,2 BHK,ElaleSp,1250,2.0,3.0,49.61147906648956
Built-up  Area,Ready To Move,Hegde Nagar,2 BHK,Dhniaad,1016,2.0,1.0,47.32562166230857
Plot  Area,Ready To Move,Jinkethimmanahalli,5 Bedroom,,1230,5.0,1.0,172.3379654208267
Built-up  Area,Ready To Move,TPV Layout,3 BHK,Crior E,1480,3.0,0.0,112.05750679866406
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,736,1.0,0.0,58.363868221436405
Plot  Area,Ready To Move,Esther Enclave Layout,1 Bedroom,,1200,1.0,1.0,46.20597803106849
Plot  Area,17-Jan,Whitefield,4 Bedroom,Ieuseut,1400,4.0,2.0,200.80114762749108
Built-up  Area,Ready To Move,Whitefield,3 BHK,Pae 1ov,1500,2.0,1.0,68.1371143844231
Built-up  Area,Ready To Move,Kumaraswami Layout,3 Bedroom,,1000,3.0,1.0,86.44505079086933
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMwerCo,1717,3.0,3.0,87.29434424418722
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1056,2.0,2.0,61.10153023110675
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,2.0,0.0,66.12465170161728
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Maoma P,1200,2.0,2.0,55.62197483817261
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Suise S,1130,2.0,1.0,41.55655895133427
Super built-up  Area,Ready To Move,New Thippasandra,3 BHK,,1575,2.0,2.0,67.3112190165327
Super built-up  Area,19-Jun,Yelahanka,3 BHK,Vaaram ,1892 - 2798,3.0,0.0,88.46203502813145
Super built-up  Area,Ready To Move,Mico Layout,3 BHK,Amsomun,1685,3.0,2.0,50.75095828046056
Super built-up  Area,Ready To Move,Kanaka Nagar,2 BHK,,1000,2.0,3.0,29.300743659463173
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,,1100,2.0,2.0,57.28160895866347
Plot  Area,Ready To Move,Bellandur,3 Bedroom,Vaodssh,2400,3.0,2.0,175.34733509355362
Super built-up  Area,18-Dec,Sarjapur  Road,2 BHK,PualeSk,1346,2.0,1.0,69.15310952593626
Super built-up  Area,19-Dec,Whitefield,1 BHK,Oreldhi,524 - 894,1.0,0.0,29.714794361730107
Super built-up  Area,Ready To Move,Benson Town,4 BHK,DFityin,2938,6.0,2.0,284.01842501117
Super built-up  Area,21-May,Dairy Circle,3 BHK,Soeurri,1908,3.0,2.0,276.05774047698566
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1832,3.0,1.0,114.82918957151139
Built-up  Area,Ready To Move,Banashankari Stage VI,4 BHK,,3150,4.0,0.0,237.4745425547704
Super built-up  Area,Ready To Move,"JP nagar 9th phase , ",3 BHK,,1846,3.0,2.0,111.18671370145194
Built-up  Area,Ready To Move,Hormavu,5 Bedroom,,2000,4.0,2.0,133.5402585963695
Super built-up  Area,18-Mar,BTM Layout,2 BHK,Sudeslv,920,2.0,1.0,42.830251425984834
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Jae 1ke,700,2.0,2.0,53.62380780501245
Super built-up  Area,Ready To Move,Hoodi Layout,3 BHK,SVstos ,1610,3.0,2.0,73.87336139194144
Plot  Area,18-Mar,Lingarajapuram,4 Bedroom,,1200,3.0,1.0,170.96314352200395
Plot  Area,Ready To Move,Whitefield,5 Bedroom,Ske 2ad,3927,5.0,3.0,529.0192292845476
Super built-up  Area,18-Apr,Jalahalli,3 BHK,DSata S,1222,2.0,2.0,72.4674993566722
Super built-up  Area,Ready To Move,Gottigere,2 BHK,DSghtra,900,2.0,1.0,36.941401261228066
Super built-up  Area,22-May,Jakkur,3 BHK,SoineC ,1819.18,3.0,2.0,128.77480011796587
Built-up  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,,1200,2.0,1.0,85.84438894727666
Plot  Area,Ready To Move,Vidyaranyapura,2 Bedroom,,1080,2.0,0.0,61.48262052823884
Super built-up  Area,Ready To Move,Kogilu,2 BHK,,1170,2.0,2.0,50.660000000000004
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,DSesthr,1530,2.0,2.0,77.48990316710128
Plot  Area,Ready To Move,Vivek Nagar,4 Bedroom,,2025,3.0,0.0,118.92939604629255
Super built-up  Area,Ready To Move,Electronic City,3 BHK,BrnoxEq,1700,3.0,2.0,78.97359182913077
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Ariew J,900,2.0,2.0,83.38589756515763
Super built-up  Area,Ready To Move,Bannerghatta,2 BHK,,650,1.0,2.0,42.80149218929179
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1207,2.0,2.0,41.61272693322699
Super built-up  Area,18-May,Banashankari Stage III,3 BHK,Pridsi ,1305,2.0,1.0,59.173000332821296
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Saciatt,2425,3.0,2.0,163.80373474346197
Super built-up  Area,19-Dec,Hoodi,3 BHK,Caycend,1724,3.0,2.0,128.726000685343
Plot  Area,Ready To Move,Abbigere,4 Bedroom,,1200,4.0,,121.14122472096142
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar,1 BHK,Prllsan,648,1.0,0.0,31.338989041524172
Super built-up  Area,18-Oct,Kathriguppe,2 BHK,,1115,2.0,2.0,72.74426166522416
Plot  Area,Ready To Move,Mahalakshmi Layout,4 Bedroom,,3750,4.0,2.0,404.38846728442525
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Valdsic,2600,3.0,,115.45949453494944
Built-up  Area,Ready To Move,"Sarjapur Road, ",3 BHK,,1561,3.0,2.0,103.52455830316117
Built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,PSterAs,1050,2.0,0.0,44.86788760579443
Plot  Area,Ready To Move,R.T. Nagar,7 Bedroom,,2400,8.0,,293.1862505402291
Super built-up  Area,18-Sep,HBR Layout,1 BHK,SLvasNi,534 - 763,1.0,0.0,25.861681959213094
Super built-up  Area,Ready To Move,Doddabommasandra,2 BHK,MaaveEn,1150,2.0,2.0,48.368484551357625
Super built-up  Area,Ready To Move,Chikkasanne,3 BHK,Hieryni,1550,3.0,1.0,69.5498147668372
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,Patri M,937,2.0,1.0,27.80984805631126
Plot  Area,Ready To Move,Malleshwaram,4 Bedroom,,2340,3.0,2.0,304.0437858306466
Plot  Area,Ready To Move,Electronic City,2 Bedroom,,2100,2.0,2.0,145.48648260850013
Built-up  Area,Ready To Move,Herohalli,1 Bedroom,,600,1.0,0.0,25.469316599243516
Built-up  Area,Ready To Move,Harlur,5 Bedroom,Shodsir,3600,5.0,3.0,147.6382076461938
Super built-up  Area,Ready To Move,Ashwathnagar,3 BHK,Puinaia,1935,2.0,1.0,161.61724804851406
Super built-up  Area,18-May,Haralur Road,4 BHK,SNnia E,3210,6.0,,218.809859983122
Super built-up  Area,18-Mar,Electronic City,2 BHK,Prarkun,1108,2.0,1.0,57.163752294028804
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Kaamai ,985,1.0,2.0,78.61954460105814
Super built-up  Area,Ready To Move,Gottigere,3 BHK,KSicaxo,1500,3.0,2.0,65.44677445717213
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1185,2.0,2.0,41.9553060006945
Super built-up  Area,20-Dec,Varthur,3 BHK,Myple M,1545,3.0,2.0,71.45794648774603
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1490,2.0,2.0,60.38943948604874
Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,Skacak ,1268,2.0,1.0,56.1948283112694
Plot  Area,Ready To Move,Vijaya Bank Layout,5 Bedroom,,2400,5.0,1.0,317.5917237175572
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1410,2.0,2.0,75.70717360623554
Super built-up  Area,18-Aug,1st Phase JP Nagar,2 BHK,,1080,2.0,2.0,85.11240786857392
Super built-up  Area,Ready To Move,Chokkanahalli,3 BHK,DSineSu,1350,2.0,2.0,79.53651614932886
Built-up  Area,Ready To Move,Bellandur,2 BHK,Kritel ,1300,2.0,1.0,61.30916647937438
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Cooutid,1800,2.0,3.0,65.63716442217226
Super built-up  Area,18-Feb,Uttarahalli,2 BHK,DSera S,1068,2.0,1.0,42.92182561214685
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1170,2.0,2.0,53.069678707015115
Built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,OmentCl,1200,2.0,3.0,54.17845193140396
Plot  Area,Ready To Move,Thyagaraja Nagar,4 Bedroom,,800,3.0,2.0,83.87247331628319
Super built-up  Area,Ready To Move,Arekere,3 BHK,,1809,2.0,3.0,107.15191041288159
Super built-up  Area,18-Apr,Electronic City,3 BHK,Prarkun,1615,3.0,2.0,99.00469966868636
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1662,3.0,2.0,80.03277912832853
Super built-up  Area,18-Jun,Kogilu,3 BHK,Leora E,2215,5.0,1.0,186.36308093925322
Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,,1999,3.0,2.0,128.13091586449738
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,,1150,2.0,,42.13263745638914
Plot  Area,19-Dec,Kasavanhalli,4 Bedroom,,4395,4.0,2.0,378.0756530314555
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,,1611,2.0,2.0,50.190638466061024
Built-up  Area,Ready To Move,Samethanahalli,2 BHK,SPontna,1160,2.0,2.0,73.4564393353604
Super built-up  Area,18-Apr,Attibele,2 BHK,,1150,2.0,2.0,27.070806742725775
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1260,2.0,1.0,58.92485896342853
Super built-up  Area,Ready To Move,Whitefield,3 BHK,TZllaes,2750,3.0,3.0,101.67521497638263
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2 BHK,,1196,2.0,1.0,34.78405802949698
Super built-up  Area,22-May,Jakkur,3 BHK,SoineC ,1819.18,3.0,2.0,128.77480011796587
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2555,3.0,2.0,152.0461176889824
Super built-up  Area,Ready To Move,Channasandra Layout,3 BHK,Aconyit,1535,2.0,2.0,84.2955600820936
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Vangsld,1299,2.0,1.0,70.19247902850181
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Keers S,1257,2.0,1.0,62.36340727538722
Super built-up  Area,21-Dec,Whitefield,3 BHK,SudenEd,1498 - 1523,3.0,0.0,76.5296791625477
Super built-up  Area,19-Dec,"J.P.Nagar 6th Phase , sarakki nagar",3 BHK,,1750,3.0,2.0,147.32107733989915
Super built-up  Area,21-Dec,Thanisandra,2 BHK,Bhe 2ko,1183,2.0,1.0,67.61497291361734
Super built-up  Area,18-Mar,Raja Rajashware nagar,3 BHK,,1400,2.0,1.0,56.52921870087131
Super built-up  Area,Ready To Move,Malleshpalya,3 BHK,,1950,3.0,3.0,80.02329216172366
