ID,Count
18455,594.2089374
18456,594.2455703
18457,594.2822032
18458,594.318836
18459,594.3554689
18460,594.3921018
18461,594.4287347
18462,594.4653676
18463,594.5020004
18464,594.5386333
18465,594.5752662
18466,594.6118991
18467,594.6485319
18468,594.6851648
18469,594.7217977
18470,594.7584306
18471,594.7950634
18472,594.8316963
18473,594.8683292
18474,594.9049621
18475,594.9415949
18476,594.9782278
18477,595.0148607
18478,595.0514936
18479,595.0881264
18480,497.8015959
18481,497.8382288
18482,497.8748617
18483,497.9114945
18484,497.9481274
18485,497.9847603
18486,498.0213932
18487,498.058026
18488,498.0946589
18489,498.1312918
18490,498.1679247
18491,498.2045575
18492,498.2411904
18493,498.2778233
18494,498.3144562
18495,498.351089
18496,498.3877219
18497,498.4243548
18498,498.4609877
18499,498.4976205
18500,498.5342534
18501,498.5708863
18502,498.6075192
18503,498.644152
18504,498.6807849
18505,498.7174178
18506,498.7540507
18507,498.7906835
18508,498.8273164
18509,498.8639493
18510,498.9005822
18511,498.937215
18512,498.9738479
18513,499.0104808
18514,499.0471137
18515,499.0837466
18516,499.1203794
18517,499.1570123
18518,499.1936452
18519,499.2302781
18520,499.2669109
18521,499.3035438
18522,499.3401767
18523,499.3768096
18524,499.4134424
18525,499.4500753
18526,499.4867082
18527,499.5233411
18528,609.1753529
18529,609.2119858
18530,609.2486187
18531,609.2852515
18532,609.3218844
18533,609.3585173
18534,609.3951502
18535,609.431783
18536,609.4684159
18537,609.5050488
18538,609.5416817
18539,609.5783145
18540,609.6149474
18541,609.6515803
18542,609.6882132
18543,609.724846
18544,609.7614789
18545,609.7981118
18546,609.8347447
18547,609.8713775
18548,609.9080104
18549,609.9446433
18550,609.9812762
18551,610.0179091
18552,610.0545419
18553,610.0911748
18554,610.1278077
18555,610.1644406
18556,610.2010734
18557,610.2377063
18558,610.2743392
18559,610.3109721
18560,610.3476049
18561,610.3842378
18562,610.4208707
18563,610.4575036
18564,610.4941364
18565,610.5307693
18566,610.5674022
18567,610.6040351
18568,610.6406679
18569,610.6773008
18570,610.7139337
18571,610.7505666
18572,610.7871994
18573,610.8238323
18574,610.8604652
18575,610.8970981
18576,598.6415154
18577,598.6781483
18578,598.7147811
18579,598.751414
18580,598.7880469
18581,598.8246798
18582,598.8613126
18583,598.8979455
18584,598.9345784
18585,598.9712113
18586,599.0078441
18587,599.044477
18588,599.0811099
18589,599.1177428
18590,599.1543756
18591,599.1910085
18592,599.2276414
18593,599.2642743
18594,599.3009071
18595,599.33754
18596,599.3741729
18597,599.4108058
18598,599.4474387
18599,599.4840715
18600,599.5207044
18601,599.5573373
18602,599.5939702
18603,599.630603
18604,599.6672359
18605,599.7038688
18606,599.7405017
18607,599.7771345
18608,599.8137674
18609,599.8504003
18610,599.8870332
18611,599.923666
18612,599.9602989
18613,599.9969318
18614,600.0335647
18615,600.0701975
18616,600.1068304
18617,600.1434633
18618,600.1800962
18619,600.216729
18620,600.2533619
18621,600.2899948
18622,600.3266277
18623,600.3632605
18624,600.3998934
18625,600.4365263
18626,600.4731592
18627,600.509792
18628,600.5464249
18629,600.5830578
18630,600.6196907
18631,600.6563236
18632,600.6929564
18633,600.7295893
18634,600.7662222
18635,600.8028551
18636,600.8394879
18637,600.8761208
18638,600.9127537
18639,600.9493866
18640,600.9860194
18641,601.0226523
18642,601.0592852
18643,601.0959181
18644,601.1325509
18645,601.1691838
18646,601.2058167
18647,601.2424496
18648,503.955919
18649,503.9925519
18650,504.0291848
18651,504.0658177
18652,504.1024505
18653,504.1390834
18654,504.1757163
18655,504.2123492
18656,504.248982
18657,504.2856149
18658,504.3222478
18659,504.3588807
18660,504.3955135
18661,504.4321464
18662,504.4687793
18663,504.5054122
18664,504.542045
18665,504.5786779
18666,504.6153108
18667,504.6519437
18668,504.6885765
18669,504.7252094
18670,504.7618423
18671,504.7984752
18672,504.835108
18673,504.8717409
18674,504.9083738
18675,504.9450067
18676,504.9816395
18677,505.0182724
18678,505.0549053
18679,505.0915382
18680,505.128171
18681,505.1648039
18682,505.2014368
18683,505.2380697
18684,505.2747026
18685,505.3113354
18686,505.3479683
18687,505.3846012
18688,505.4212341
18689,505.4578669
18690,505.4944998
18691,505.5311327
18692,505.5677656
18693,505.6043984
18694,505.6410313
18695,505.6776642
18696,621.8550637
18697,621.8920851
18698,621.9291064
18699,621.9661278
18700,622.0031491
18701,622.0401705
18702,622.0771918
18703,622.1142132
18704,622.1512345
18705,622.1882559
18706,622.2252773
18707,622.2622986
18708,622.29932
18709,622.3363413
18710,622.3733627
18711,622.410384
18712,622.4474054
18713,622.4844268
18714,622.5214481
18715,622.5584695
18716,622.5954908
18717,622.6325122
18718,622.6695335
18719,622.7065549
18720,622.7435763
18721,622.7805976
18722,622.817619
18723,622.8546403
18724,622.8916617
18725,622.928683
18726,622.9657044
18727,623.0027257
18728,623.0397471
18729,623.0767685
18730,623.1137898
18731,623.1508112
18732,623.1878325
18733,623.2248539
18734,623.2618752
18735,623.2988966
18736,623.335918
18737,623.3729393
18738,623.4099607
18739,623.446982
18740,623.4840034
18741,623.5210247
18742,623.5580461
18743,623.5950675
18744,589.3557462
18745,589.3914438
18746,589.4271415
18747,589.4628392
18748,589.4985368
18749,589.5342345
18750,589.5699321
18751,589.6056298
18752,589.6413275
18753,589.6770251
18754,589.7127228
18755,589.7484204
18756,589.7841181
18757,589.8198158
18758,589.8555134
18759,589.8912111
18760,589.9269087
18761,589.9626064
18762,589.998304
18763,590.0340017
18764,590.0696994
18765,590.105397
18766,590.1410947
18767,590.1767923
18768,590.21249
18769,590.2481877
18770,590.2838853
18771,590.319583
18772,590.3552806
18773,590.3909783
18774,590.426676
18775,590.4623736
18776,590.4980713
18777,590.5337689
18778,590.5694666
18779,590.6051643
18780,590.6408619
18781,590.6765596
18782,590.7122572
18783,590.7479549
18784,590.7836526
18785,590.8193502
18786,590.8550479
18787,590.8907455
18788,590.9264432
18789,590.9621409
18790,590.9978385
18791,591.0335362
18792,591.0692338
18793,591.1049315
18794,591.1406291
18795,591.1763268
18796,591.2120245
18797,591.2477221
18798,591.2834198
18799,591.3191174
18800,591.3548151
18801,591.3905128
18802,591.4262104
18803,591.4619081
18804,591.4976057
18805,591.5333034
18806,591.5690011
18807,591.6046987
18808,591.6403964
18809,591.676094
18810,591.7117917
18811,591.7474894
18812,591.783187
18813,591.8188847
18814,591.8545823
18815,591.89028
18816,497.087419
18817,497.1231167
18818,497.1588143
18819,497.194512
18820,497.2302097
18821,497.2659073
18822,497.301605
18823,497.3373026
18824,497.3730003
18825,497.4086979
18826,497.4443956
18827,497.4800933
18828,497.5157909
18829,497.5514886
18830,497.5871862
18831,497.6228839
18832,497.6585816
18833,497.6942792
18834,497.7299769
18835,497.7656745
18836,497.8013722
18837,497.8370699
18838,497.8727675
18839,497.9084652
18840,500.8655672
18841,500.9014743
18842,500.9373814
18843,500.9732885
18844,501.0091956
18845,501.0451027
18846,501.0810098
18847,501.1169169
18848,501.152824
18849,501.1887311
18850,501.2246381
18851,501.2605452
18852,501.2964523
18853,501.3323594
18854,501.3682665
18855,501.4041736
18856,501.4400807
18857,501.4759878
18858,501.5118949
18859,501.547802
18860,501.5837091
18861,501.6196162
18862,501.6555233
18863,501.6914304
18864,609.1709862
18865,609.2068933
18866,609.2428004
18867,609.2787075
18868,609.3146146
18869,609.3505217
18870,609.3864288
18871,609.4223359
18872,609.458243
18873,609.4941501
18874,609.5300572
18875,609.5659643
18876,609.6018714
18877,609.6377785
18878,609.6736856
18879,609.7095927
18880,609.7454998
18881,609.7814069
18882,609.817314
18883,609.853221
18884,609.8891281
18885,609.9250352
18886,609.9609423
18887,609.9968494
18888,610.0327565
18889,610.0686636
18890,610.1045707
18891,610.1404778
18892,610.1763849
18893,610.212292
18894,610.2481991
18895,610.2841062
18896,610.3200133
18897,610.3559204
18898,610.3918275
18899,610.4277346
18900,610.4636417
18901,610.4995488
18902,610.5354559
18903,610.5713629
18904,610.60727
18905,610.6431771
18906,610.6790842
18907,610.7149913
18908,610.7508984
18909,610.7868055
18910,610.8227126
18911,610.8586197
18912,598.845848
18913,598.8817551
18914,598.9176622
18915,598.9535693
18916,598.9894764
18917,599.0253835
18918,599.0612906
18919,599.0971977
18920,599.1331048
18921,599.1690119
18922,599.204919
18923,599.2408261
18924,599.2767332
18925,599.3126403
18926,599.3485474
18927,599.3844544
18928,599.4203615
18929,599.4562686
18930,599.4921757
18931,599.5280828
18932,599.5639899
18933,599.599897
18934,599.6358041
18935,599.6717112
18936,599.7076183
18937,599.7435254
18938,599.7794325
18939,599.8153396
18940,599.8512467
18941,599.8871538
18942,599.9230609
18943,599.958968
18944,599.9948751
18945,600.0307822
18946,600.0666893
18947,600.1025963
18948,600.1385034
18949,600.1744105
18950,600.2103176
18951,600.2462247
18952,600.2821318
18953,600.3180389
18954,600.353946
18955,600.3898531
18956,600.4257602
18957,600.4616673
18958,600.4975744
18959,600.5334815
18960,583.5906599
18961,583.6255518
18962,583.6604438
18963,583.6953358
18964,583.7302277
18965,583.7651197
18966,583.8000116
18967,583.8349036
18968,583.8697956
18969,583.9046875
18970,583.9395795
18971,583.9744715
18972,584.0093634
18973,584.0442554
18974,584.0791474
18975,584.1140393
18976,584.1489313
18977,584.1838232
18978,584.2187152
18979,584.2536072
18980,584.2884991
18981,584.3233911
18982,584.3582831
18983,584.393175
18984,491.7300132
18985,491.7649052
18986,491.7997971
18987,491.8346891
18988,491.8695811
18989,491.904473
18990,491.939365
18991,491.974257
18992,492.0091489
18993,492.0440409
18994,492.0789329
18995,492.1138248
18996,492.1487168
18997,492.1836087
18998,492.2185007
18999,492.2533927
19000,492.2882846
19001,492.3231766
19002,492.3580686
19003,492.3929605
19004,492.4278525
19005,492.4627445
19006,492.4976364
19007,492.5325284
19008,492.5674203
19009,492.6023123
19010,492.6372043
19011,492.6720962
19012,492.7069882
19013,492.7418802
19014,492.7767721
19015,492.8116641
19016,492.8465561
19017,492.881448
19018,492.91634
19019,492.9512319
19020,492.9861239
19021,493.0210159
19022,493.0559078
19023,493.0907998
19024,493.1256918
19025,493.1605837
19026,493.1954757
19027,493.2303677
19028,493.2652596
19029,493.3001516
19030,493.3350436
19031,493.3699355
19032,597.8109312
19033,597.8458232
19034,597.8807151
19035,597.9156071
19036,597.9504991
19037,597.985391
19038,598.020283
19039,598.0551749
19040,598.0900669
19041,598.1249589
19042,598.1598508
19043,598.1947428
19044,598.2296348
19045,598.2645267
19046,598.2994187
19047,598.3343107
19048,598.3692026
19049,598.4040946
19050,598.4389865
19051,598.4738785
19052,598.5087705
19053,598.5436624
19054,598.5785544
19055,598.6134464
19056,600.445727
19057,600.4807237
19058,600.5157205
19059,600.5507172
19060,600.5857139
19061,600.6207106
19062,600.6557074
19063,600.6907041
19064,600.7257008
19065,600.7606975
19066,600.7956943
19067,600.830691
19068,600.8656877
19069,600.9006844
19070,600.9356811
19071,600.9706779
19072,601.0056746
19073,601.0406713
19074,601.075668
19075,601.1106648
19076,601.1456615
19077,601.1806582
19078,601.2156549
19079,601.2506517
19080,589.542446
19081,589.5774428
19082,589.6124395
19083,589.6474362
19084,589.6824329
19085,589.7174297
19086,589.7524264
19087,589.7874231
19088,589.8224198
19089,589.8574166
19090,589.8924133
19091,589.92741
19092,589.9624067
19093,589.9974035
19094,590.0324002
19095,590.0673969
19096,590.1023936
19097,590.1373904
19098,590.1723871
19099,590.2073838
19100,590.2423805
19101,590.2773772
19102,590.312374
19103,590.3473707
19104,590.3823674
19105,590.4173641
19106,590.4523609
19107,590.4873576
19108,590.5223543
19109,590.557351
19110,590.5923478
19111,590.6273445
19112,590.6623412
19113,590.6973379
19114,590.7323347
19115,590.7673314
19116,590.8023281
19117,590.8373248
19118,590.8723216
19119,590.9073183
19120,590.942315
19121,590.9773117
19122,591.0123084
19123,591.0473052
19124,591.0823019
19125,591.1172986
19126,591.1522953
19127,591.1872921
19128,577.33109
19129,577.3660867
19130,577.4010835
19131,577.4360802
19132,577.4710769
19133,577.5060736
19134,577.5410704
19135,577.5760671
19136,577.6110638
19137,577.6460605
19138,577.6810572
19139,577.716054
19140,577.7510507
19141,577.7860474
19142,577.8210441
19143,577.8560409
19144,577.8910376
19145,577.9260343
19146,577.961031
19147,577.9960278
19148,578.0310245
19149,578.0660212
19150,578.1010179
19151,578.1360147
19152,516.4258562
19153,516.462489
19154,516.4991219
19155,516.5357548
19156,516.5723877
19157,516.6090205
19158,516.6456534
19159,516.6822863
19160,516.7189192
19161,516.755552
19162,516.7921849
19163,516.8288178
19164,516.8654507
19165,516.9020835
19166,516.9387164
19167,516.9753493
19168,517.0119822
19169,517.048615
19170,517.0852479
19171,517.1218808
19172,517.1585137
19173,517.1951465
19174,517.2317794
19175,517.2684123
19176,523.2980774
19177,523.3347103
19178,523.3713432
19179,523.407976
19180,523.4446089
19181,523.4812418
19182,523.5178747
19183,523.5545075
19184,523.5911404
19185,523.6277733
19186,523.6644062
19187,523.701039
19188,523.7376719
19189,523.7743048
19190,523.8109377
19191,523.8475706
19192,523.8842034
19193,523.9208363
19194,523.9574692
19195,523.9941021
19196,524.0307349
19197,524.0673678
19198,524.1040007
19199,524.1406336
19200,633.7926454
19201,633.8292783
19202,633.8659112
19203,633.902544
19204,633.9391769
19205,633.9758098
19206,634.0124427
19207,634.0490755
19208,634.0857084
19209,634.1223413
19210,634.1589742
19211,634.195607
19212,634.2322399
19213,634.2688728
19214,634.3055057
19215,634.3421385
19216,634.3787714
19217,634.4154043
19218,634.4520372
19219,634.48867
19220,634.5253029
19221,634.5619358
19222,634.5985687
19223,634.6352015
19224,634.6718344
19225,634.7084673
19226,634.7451002
19227,634.7817331
19228,634.8183659
19229,634.8549988
19230,634.8916317
19231,634.9282646
19232,634.9648974
19233,635.0015303
19234,635.0381632
19235,635.0747961
19236,635.1114289
19237,635.1480618
19238,635.1846947
19239,635.2213276
19240,635.2579604
19241,635.2945933
19242,635.3312262
19243,635.3678591
19244,635.4044919
19245,635.4411248
19246,635.4777577
19247,635.5143906
19248,623.2588079
19249,623.2954408
19250,623.3320736
19251,623.3687065
19252,623.4053394
19253,623.4419723
19254,623.4786051
19255,623.515238
19256,623.5518709
19257,623.5885038
19258,623.6251366
19259,623.6617695
19260,623.6984024
19261,623.7350353
19262,623.7716681
19263,623.808301
19264,623.8449339
19265,623.8815668
19266,623.9181996
19267,623.9548325
19268,623.9914654
19269,624.0280983
19270,624.0647312
19271,624.101364
19272,624.1379969
19273,624.1746298
19274,624.2112627
19275,624.2478955
19276,624.2845284
19277,624.3211613
19278,624.3577942
19279,624.394427
19280,624.4310599
19281,624.4676928
19282,624.5043257
19283,624.5409585
19284,624.5775914
19285,624.6142243
19286,624.6508572
19287,624.68749
19288,624.7241229
19289,624.7607558
19290,624.7973887
19291,624.8340215
19292,624.8706544
19293,624.9072873
19294,624.9439202
19295,624.980553
19296,625.0171859
19297,625.0538188
19298,625.0904517
19299,625.1270845
19300,625.1637174
19301,625.2003503
19302,625.2369832
19303,625.2736161
19304,625.3102489
19305,625.3468818
19306,625.3835147
19307,625.4201476
19308,625.4567804
19309,625.4934133
19310,625.5300462
19311,625.5666791
19312,625.6033119
19313,625.6399448
19314,625.6765777
19315,625.7132106
19316,625.7498434
19317,625.7864763
19318,625.8231092
19319,625.8597421
19320,528.5732115
19321,528.6098444
19322,528.6464773
19323,528.6831101
19324,528.719743
19325,528.7563759
19326,528.7930088
19327,528.8296417
19328,528.8662745
19329,528.9029074
19330,528.9395403
19331,528.9761732
19332,529.012806
19333,529.0494389
19334,529.0860718
19335,529.1227047
19336,529.1593375
19337,529.1959704
19338,529.2326033
19339,529.2692362
19340,529.305869
19341,529.3425019
19342,529.3791348
19343,529.4157677
19344,535.0670853
19345,535.1041067
19346,535.141128
19347,535.1781494
19348,535.2151707
19349,535.2521921
19350,535.2892135
19351,535.3262348
19352,535.3632562
19353,535.4002775
19354,535.4372989
19355,535.4743202
19356,535.5113416
19357,535.5483629
19358,535.5853843
19359,535.6224057
19360,535.659427
19361,535.6964484
19362,535.7334697
19363,535.7704911
19364,535.8075124
19365,535.8445338
19366,535.8815552
19367,535.9185765
19368,646.7334152
19369,646.7704366
19370,646.807458
19371,646.8444793
19372,646.8815007
19373,646.918522
19374,646.9555434
19375,646.9925647
19376,647.0295861
19377,647.0666074
19378,647.1036288
19379,647.1406502
19380,647.1776715
19381,647.2146929
19382,647.2517142
19383,647.2887356
19384,647.3257569
19385,647.3627783
19386,647.3997997
19387,647.436821
19388,647.4738424
19389,647.5108637
19390,647.5478851
19391,647.5849064
19392,647.6219278
19393,647.6589491
19394,647.6959705
19395,647.7329919
19396,647.7700132
19397,647.8070346
19398,647.8440559
19399,647.8810773
19400,647.9180986
19401,647.95512
19402,647.9921414
19403,648.0291627
19404,648.0661841
19405,648.1032054
19406,648.1402268
19407,648.1772481
19408,648.2142695
19409,648.2512909
19410,648.2883122
19411,648.3253336
19412,648.3623549
19413,648.3993763
19414,648.4363976
19415,648.473419
19416,636.0878695
19417,636.1248909
19418,636.1619122
19419,636.1989336
19420,636.2359549
19421,636.2729763
19422,636.3099977
19423,636.347019
19424,636.3840404
19425,636.4210617
19426,636.4580831
19427,636.4951044
19428,636.5321258
19429,636.5691471
19430,636.6061685
19431,636.6431899
19432,636.6802112
19433,636.7172326
19434,636.7542539
19435,636.7912753
19436,636.8282966
19437,636.865318
19438,636.9023394
19439,636.9393607
19440,636.9763821
19441,637.0134034
19442,637.0504248
19443,637.0874461
19444,637.1244675
19445,637.1614888
19446,637.1985102
19447,637.2355316
19448,637.2725529
19449,637.3095743
19450,637.3465956
19451,637.383617
19452,637.4206383
19453,637.4576597
19454,637.4946811
19455,637.5317024
19456,637.5687238
19457,637.6057451
19458,637.6427665
19459,637.6797878
19460,637.7168092
19461,637.7538306
19462,637.7908519
19463,637.8278733
19464,637.8648946
19465,637.901916
19466,637.9389373
19467,637.9759587
19468,638.01298
19469,638.0500014
19470,638.0870228
19471,638.1240441
19472,638.1610655
19473,638.1980868
19474,638.2351082
19475,638.2721295
19476,638.3091509
19477,638.3461723
19478,638.3831936
19479,638.420215
19480,638.4572363
19481,638.4942577
19482,638.531279
19483,638.5683004
19484,638.6053218
19485,638.6423431
19486,638.6793645
19487,638.7163858
19488,521.0762461
19489,521.1119438
19490,521.1476414
19491,521.1833391
19492,521.2190367
19493,521.2547344
19494,521.2904321
19495,521.3261297
19496,521.3618274
19497,521.397525
19498,521.4332227
19499,521.4689203
19500,521.504618
19501,521.5403157
19502,521.5760133
19503,521.611711
19504,521.6474086
19505,521.6831063
19506,521.718804
19507,521.7545016
19508,521.7901993
19509,521.8258969
19510,521.8615946
19511,521.8972923
19512,521.9329899
19513,521.9686876
19514,522.0043852
19515,522.0400829
19516,522.0757806
19517,522.1114782
19518,522.1471759
19519,522.1828735
19520,522.2185712
19521,522.2542689
19522,522.2899665
19523,522.3256642
19524,522.3613618
19525,522.3970595
19526,522.4327572
19527,522.4684548
19528,522.5041525
19529,522.5398501
19530,522.5755478
19531,522.6112454
19532,522.6469431
19533,522.6826408
19534,522.7183384
19535,522.7540361
19536,629.6066947
19537,629.6423924
19538,629.67809
19539,629.7137877
19540,629.7494853
19541,629.785183
19542,629.8208807
19543,629.8565783
19544,629.892276
19545,629.9279736
19546,629.9636713
19547,629.999369
19548,630.0350666
19549,630.0707643
19550,630.1064619
19551,630.1421596
19552,630.1778572
19553,630.2135549
19554,630.2492526
19555,630.2849502
19556,630.3206479
19557,630.3563455
19558,630.3920432
19559,630.4277409
19560,630.4634385
19561,630.4991362
19562,630.5348338
19563,630.5705315
19564,630.6062292
19565,630.6419268
19566,630.6776245
19567,630.7133221
19568,630.7490198
19569,630.7847175
19570,630.8204151
19571,630.8561128
19572,630.8918104
19573,630.9275081
19574,630.9632058
19575,630.9989034
19576,631.0346011
19577,631.0702987
19578,631.1059964
19579,631.1416941
19580,631.1773917
19581,631.2130894
19582,631.248787
19583,631.2844847
19584,622.9754159
19585,623.011323
19586,623.0472301
19587,623.0831372
19588,623.1190443
19589,623.1549514
19590,623.1908585
19591,623.2267656
19592,623.2626727
19593,623.2985798
19594,623.3344869
19595,623.370394
19596,623.4063011
19597,623.4422081
19598,623.4781152
19599,623.5140223
19600,623.5499294
19601,623.5858365
19602,623.6217436
19603,623.6576507
19604,623.6935578
19605,623.7294649
19606,623.765372
19607,623.8012791
19608,623.8371862
19609,623.8730933
19610,623.9090004
19611,623.9449075
19612,623.9808146
19613,624.0167217
19614,624.0526288
19615,624.0885359
19616,624.124443
19617,624.16035
19618,624.1962571
19619,624.2321642
19620,624.2680713
19621,624.3039784
19622,624.3398855
19623,624.3757926
19624,624.4116997
19625,624.4476068
19626,624.4835139
19627,624.519421
19628,624.5553281
19629,624.5912352
19630,624.6271423
19631,624.6630494
19632,624.6989565
19633,624.7348636
19634,624.7707707
19635,624.8066778
19636,624.8425849
19637,624.8784919
19638,624.914399
19639,624.9503061
19640,624.9862132
19641,625.0221203
19642,625.0580274
19643,625.0939345
19644,625.1298416
19645,625.1657487
19646,625.2016558
19647,625.2375629
19648,625.27347
19649,625.3093771
19650,625.3452842
19651,625.3811913
19652,625.4170984
19653,625.4530055
19654,625.4889126
19655,625.5248197
19656,530.1657568
19657,530.2016639
19658,530.237571
19659,530.2734781
19660,530.3093852
19661,530.3452923
19662,530.3811993
19663,530.4171064
19664,530.4530135
19665,530.4889206
19666,530.5248277
19667,530.5607348
19668,530.5966419
19669,530.632549
19670,530.6684561
19671,530.7043632
19672,530.7402703
19673,530.7761774
19674,530.8120845
19675,530.8479916
19676,530.8838987
19677,530.9198058
19678,530.9557129
19679,530.99162
19680,531.0275271
19681,531.0634342
19682,531.0993412
19683,531.1352483
19684,531.1711554
19685,531.2070625
19686,531.2429696
19687,531.2788767
19688,531.3147838
19689,531.3506909
19690,531.386598
19691,531.4225051
19692,531.4584122
19693,531.4943193
19694,531.5302264
19695,531.5661335
19696,531.6020406
19697,531.6379477
19698,531.6738548
19699,531.7097619
19700,531.745669
19701,531.7815761
19702,531.8174832
19703,531.8533902
19704,621.2583308
19705,621.2932228
19706,621.3281147
19707,621.3630067
19708,621.3978987
19709,621.4327906
19710,621.4676826
19711,621.5025746
19712,621.5374665
19713,621.5723585
19714,621.6072504
19715,621.6421424
19716,621.6770344
19717,621.7119263
19718,621.7468183
19719,621.7817103
19720,621.8166022
19721,621.8514942
19722,621.8863862
19723,621.9212781
19724,621.9561701
19725,621.991062
19726,622.025954
19727,622.060846
19728,622.0957379
19729,622.1306299
19730,622.1655219
19731,622.2004138
19732,622.2353058
19733,622.2701978
19734,622.3050897
19735,622.3399817
19736,622.3748736
19737,622.4097656
19738,622.4446576
19739,622.4795495
19740,622.5144415
19741,622.5493335
19742,622.5842254
19743,622.6191174
19744,622.6540094
19745,622.6889013
19746,622.7237933
19747,622.7586852
19748,622.7935772
19749,622.8284692
19750,622.8633611
19751,622.8982531
19752,611.2250951
19753,611.2599871
19754,611.294879
19755,611.329771
19756,611.364663
19757,611.3995549
19758,611.4344469
19759,611.4693389
19760,611.5042308
19761,611.5391228
19762,611.5740148
19763,611.6089067
19764,611.6437987
19765,611.6786906
19766,611.7135826
19767,611.7484746
19768,611.7833665
19769,611.8182585
19770,611.8531505
19771,611.8880424
19772,611.9229344
19773,611.9578264
19774,611.9927183
19775,612.0276103
19776,613.9001658
19777,613.9351625
19778,613.9701592
19779,614.0051559
19780,614.0401527
19781,614.0751494
19782,614.1101461
19783,614.1451428
19784,614.1801396
19785,614.2151363
19786,614.250133
19787,614.2851297
19788,614.3201265
19789,614.3551232
19790,614.3901199
19791,614.4251166
19792,614.4601134
19793,614.4951101
19794,614.5301068
19795,614.5651035
19796,614.6001002
19797,614.635097
19798,614.6700937
19799,614.7050904
19800,614.7400871
19801,614.7750839
19802,614.8100806
19803,614.8450773
19804,614.880074
19805,614.9150708
19806,614.9500675
19807,614.9850642
19808,615.0200609
19809,615.0550577
19810,615.0900544
19811,615.1250511
19812,615.1600478
19813,615.1950445
19814,615.2300413
19815,615.265038
19816,615.3000347
19817,615.3350314
19818,615.3700282
19819,615.4050249
19820,615.4400216
19821,615.4750183
19822,615.5100151
19823,615.5450118
19824,522.603637
19825,522.6386338
19826,522.6736305
19827,522.7086272
19828,522.7436239
19829,522.7786206
19830,522.8136174
19831,522.8486141
19832,522.8836108
19833,522.9186075
19834,522.9536043
19835,522.988601
19836,523.0235977
19837,523.0585944
19838,523.0935912
19839,523.1285879
19840,523.1635846
19841,523.1985813
19842,523.2335781
19843,523.2685748
19844,523.3035715
19845,523.3385682
19846,523.373565
19847,523.4085617
19848,509.5523596
19849,509.5873563
19850,509.6223531
19851,509.6573498
19852,509.6923465
19853,509.7273432
19854,509.76234
19855,509.7973367
19856,509.8323334
19857,509.8673301
19858,509.9023269
